id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym
urn:lsid:ipni.org:names:77362951-1,Szeląg & Vladimir.,,,,,,704(2): 204,,13,,8,,,2019,,Z. Szeląg,,,06/06/2025 09:03,06/06/2025 09:03,"Bulgaria (Southeastern Europe, Europe)",,Asteraceae,Pilosella × riloensis,Pilosella × riloensis,Pilosella,,t,f,"77362950-1,77358965-1",(Pilosella sericochrota (Zahn) Szeląg & Vladimir. × Pilosella kalinensis Szeląg & Vladimir.),,,,,,,,,"Rila Mountains, Ribnite ezera glacial valley, grassy places between loose Pinus mugo thickets, ca 150 m west of the hut, 2250 m",,,,,,,,,,,,,,,,,,30065694-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [6 Jun 2025],[6 Jun 2025],Szeląg & Vladimir.,spec.,Phytotaxa 704(2): 204. 2025 [6 Jun 2025] [epublished],[epublished],doi:10.11646/phytotaxa.704.2.8 [english],,,10,riloensis,,,f,t,,holotype KRAM;isotype Herb. Hierac. Z. Szeląg;isotype SOM,,,,,Szeląg@39474-1@1@aut$Vladimir.@20000169-1@2@aut,,,tax. nov.,,1.1,f,pilosella~riloensis,asteraceaepilosella~riloensis~,99,wfo-1000082049,,species,,,,
urn:lsid:ipni.org:names:77362952-1,Mustaqim,,,,,,29: 173,,27,,1,,3876,2025,,Mustaqim,,,06/06/2025 10:10,06/06/2025 10:10,"Sumatera (Malesia, Asia-Tropical)",E,Balsaminaceae,Impatiens bungerara,Impatiens bungerara,Impatiens,,f,f,,,,,,,,4,21,50,"Aceh Province: Aceh Tengah Regency, Jagong Jeget Subdistrict, Paya Dedep Village, 1850 m",96,43,60,,,,,,N,,,,,,,,,325983-2,Telopea,urn:lsid:ipni.org:publications:2986-2,2025,2025 [4 Jun 2025],[4 Jun 2025],Mustaqim,spec.,Telopea 29: 173. 2025 [4 Jun 2025] [epublished],[epublished],"doi:10.7751/telopea20712 [english] Etymology: the specific epithet  is derived from the Gayo language, 'bunge' means flower and 'rara' means fire, reflecting the flower's colour resembling fire flame.",,,11,bungerara,,,f,t,,holotype UIDEP;isotype LGS,,,,,Mustaqim@20043161-1@1@aut,,,tax. nov.,,1.1,f,impatiens~bungerara,balsaminaceaeimpatiens~bungerara~,100,wfo-1000082050,,species,,,,
urn:lsid:ipni.org:names:77362953-1,(Ghesq. ex Cavaco & Keraudren) Couvreur & Ravomanana,Annonaceae Uvaria humbertii Ghesq. ex Cavaco & Keraudren,(Ghesq. ex Cavaco & Keraudren),75746-1,,,80(1): 80,,,,,,,,,,,,06/06/2025 12:00,06/06/2025 12:00,,,Annonaceae,Huberantha humbertii,Huberantha humbertii,Huberantha,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77146143-1,Candollea,urn:lsid:ipni.org:publications:885-2,2025,2025 [4 Jun 2025],[4 Jun 2025],Couvreur & Ravomanana,spec.,Candollea 80(1): 80. 2025 [4 Jun 2025] [epublished],[epublished],doi:10.15553/c2025v801a8,,,11,humbertii,,,f,t,,,,,,,Ghesq.@3120-1@3@bas$Keraudren@4734-1@5@basEx$Ravomanana@20088361-1@2@aut$Couvreur@20008577-1@1@aut$Cavaco@1462-1@4@basEx,,,comb. nov.,,1.1,f,huberantha~humbertii,annonaceaehuberantha~humbertii~,101,wfo-1000070712,,species,,,,
urn:lsid:ipni.org:names:77362954-1,(Ghesq. ex Cavaco & Keraudren) Couvreur,Annonaceae Popowia gerrardii Ghesq. ex Cavaco & Keraudren var. microsperma Ghesq. ex Cavaco & Keraudren,(Ghesq. ex Cavaco & Keraudren),77362826-1,,,80(1): 85,,,,,,,,,,,,06/06/2025 12:02,06/06/2025 12:02,,,Annonaceae,Sphaerocoryne microsperma,Sphaerocoryne microsperma,Sphaerocoryne,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137-1,Candollea,urn:lsid:ipni.org:publications:885-2,2025,2025 [4 Jun 2025],[4 Jun 2025],Couvreur,spec.,Candollea 80(1): 85. 2025 [4 Jun 2025] [epublished],[epublished],doi:10.15553/c2025v801a8,,,11,microsperma,,,f,t,,,,,,,Keraudren@4734-1@4@basEx$Cavaco@1462-1@3@basEx$Ghesq.@3120-1@2@bas$Couvreur@20008577-1@1@aut,,,comb. et stat. nov.,,1.1,f,sphaerocoryne~microsperma,annonaceaesphaerocoryne~microsperma~,102,wfo-1000077013,,species,,,,
urn:lsid:ipni.org:names:77362955-1,J.M.H.Shaw,,,,,,94(5): 399,,,,,,,,,,,,06/06/2025 14:48,06/06/2025 14:48,,,Orchidaceae,× Myrmencholaelia,× Myrmencholaelia,Myrmencholaelia,,t,t,"295012-2,30526-1",(Myrmecophila Rolfe × Rhyncholaelia Schltr.),,,,,,,,,,,,,,,,,,,,,,,,,,,30000046-2,Orchids (West Palm Beach),urn:lsid:ipni.org:publications:18642-2,2025,2025 [May 2025],[May 2025],J.M.H.Shaw,gen.,Orchids (West Palm Beach) 94(5): 399. 2025 [May 2025] [epublished],[epublished],,,,8,,,,f,t,,,,,,,J.M.H.Shaw@37303-1@1@aut,,,tax. nov.,,1.1,f,myrmencholaelia,orchidaceaemyrmencholaelia~~~,103,wfo-4100005901,,genus,,,,
urn:lsid:ipni.org:names:77362956-1,J.Fernandez,,,,,,94(5): 399,,,,,,,,,,,,06/06/2025 14:53,06/06/2025 14:53,,,Orchidaceae,× Fernandezara,× Fernandezara,Fernandezara,,t,t,"30021-1,29067-1,30031686-2",(Mormodes Lindl. × Clowesia Lindl. × Galeandra Lindl.),,,,,,,,,,,,,,,,,,,,,,,,,,,30000046-2,Orchids (West Palm Beach),urn:lsid:ipni.org:publications:18642-2,2025,2025 [May 2025],[May 2025],J.Fernandez,gen.,Orchids (West Palm Beach) 94(5): 399. 2025 [May 2025] [epublished],[epublished],"Etymology: 'Named for Juan Fernández Gómez, Brazil'.",,,8,,,,f,t,,,,,,,J.Fernandez@20029977-1@1@aut,,,tax. nov.,,1.1,f,fernandezara,orchidaceaefernandezara~~~,104,wfo-4100005902,,genus,,,,
urn:lsid:ipni.org:names:77362957-1,J.M.H.Shaw,,,,,,94(5): 399,,,,,,,,,,,,06/06/2025 14:57,06/06/2025 14:57,,,Orchidaceae,× Anselophyllum,× Anselophyllum,Anselophyllum,,t,t,"29586-1,28717-1",(Grammatophyllum Blume × Ansellia Lindl.),,,,,,,,,,,,,,,,,,,,,,,,,,,30000046-2,Orchids (West Palm Beach),urn:lsid:ipni.org:publications:18642-2,2025,2025 [May 2025],[May 2025],J.M.H.Shaw,gen.,Orchids (West Palm Beach) 94(5): 399. 2025 [May 2025] [epublished],[epublished],,,,8,,,,f,t,,,,,,,J.M.H.Shaw@37303-1@1@aut,,,tax. nov.,,1.1,f,anselophyllum,orchidaceaeanselophyllum~~~,105,wfo-4100005903,,genus,,,,
urn:lsid:ipni.org:names:77362958-1,(Thouars) Bytebier,Orchidaceae Satorkis latisatis Thouars,(Thouars),77246302-1,,,80(1): 2,,,,,,,,,,,,06/06/2025 14:58,06/06/2025 14:58,,,Orchidaceae,Benthamia latisatis,Benthamia latisatis,Benthamia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28828-1,Candollea,urn:lsid:ipni.org:publications:885-2,2025,2025 [26 Feb 2025],[26 Feb 2025],Bytebier,spec.,Candollea 80(1): 2. 2025 [26 Feb 2025] [epublished],[epublished],doi:10.15553/c2025v801a1,,,11,latisatis,,,f,t,,,,,,,Thouars@10639-1@2@bas$Bytebier@20012514-1@1@aut,,,comb. nov.,,1.1,f,benthamia~latisatis,orchidaceaebenthamia~latisatis~,106,wfo-1000082051,,species,,,,
urn:lsid:ipni.org:names:77362959-1,J.M.Sim,,,,,,94(5): 399,,,,,,,,,,,,06/06/2025 15:06,06/06/2025 15:06,,,Orchidaceae,× Jamesara,× Jamesara,Jamesara,,t,t,"30031686-2,30021-1,30000124-2,50619661-1",(Galeandra Lindl. × Mormodes Lindl. × Catasetum Rich. ex Kunth × Cynoches ),,,,,,,,,,,,,,,,,,,,,,,,,,,30000046-2,Orchids (West Palm Beach),urn:lsid:ipni.org:publications:18642-2,2025,2025 [May 2025],[May 2025],J.M.Sim,gen.,Orchids (West Palm Beach) 94(5): 399. 2025 [May 2025] [epublished],[epublished],"Etymology: Named for James Matthew Sim, Jakarta, Indonesia.",,,8,,,,f,t,,,,,,,J.M.Sim@20085421-1@1@aut,,,tax. nov.,,1.1,f,jamesara,orchidaceaejamesara~~~,107,wfo-4100005904,,genus,,,,
urn:lsid:ipni.org:names:77362960-1,"D.-P.Klein, Letsara & Mangelsdorff",,,,,,80(1): 22,,22,,9,,SER 23-006,2023,,"Rodewald, Shtein, Letsara &amp; Tsiverilaza",,,06/06/2025 15:18,06/06/2025 15:18,"Madagascar (Western Indian Ocean, Africa)",E,Crassulaceae,Kalanchoe luteola,Kalanchoe luteola,Kalanchoe,,f,f,,,,,,,,19,1,,"Reg. Melaky [Prov. Mahajanga]: Bekopaka, Tsingy de Bemaraha, 154 m",44,46,,,,,,,S,,,,,,,,,30060186-2,Candollea,urn:lsid:ipni.org:publications:885-2,2025,2025 [26 Feb 2025],[26 Feb 2025],"D.-P.Klein, Letsara & Mangelsdorff",spec.,Candollea 80(1): 22. 2025 [26 Feb 2025] [epublished],[epublished],"doi:10.15553/c2025v801a3 [english] Etymology: the specific epithet is Latin, meaning 'yellowish'.",,,11,luteola,,,f,t,,holotype TAN;isotype G;isotype M 0356649;isotype MO,,,,,D.-P.Klein@20046135-1@1@aut$Letsara@20013045-2@2@aut$Mangelsdorff@38483-1@3@aut,,,tax. nov.,,1.1,f,kalanchoe~luteola,crassulaceaekalanchoe~luteola~,108,wfo-1000082052,,species,,,,
