id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,pub,url,label
urn:lsid:ipni.org:names:77368997-1,"(R.Br.) P.M.Peterson, Soreng & Romasch.",Poaceae Agrostis aemula R.Br.,(R.Br.),385370-1,,,63(4): 1020,,,,,,,,,,,,11/09/2025 15:19,12/09/2025 16:28,,,Poaceae,Polypogon aemulus,Polypogon aemulus,Polypogon,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1020. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,11,aemulus,,,f,t,,,,,,,Romasch.@20015653-1@3@aut$R.Br.@1192-1@4@bas$Soreng@35734-1@2@aut$P.M.Peterson@14873-1@1@aut,,,comb. nov.,,1.2,f,polypogon~aemulus,poaceaepolypogon~aemulus~,wfo-1000084770,,species,,,,,J. Syst. Evol. 63(4): 1020 (2025),https://www.ipni.org/77368997-1,IPNI Record: 77368997-1
urn:lsid:ipni.org:names:77368998-1,"(R.Br.) P.M.Peterson, Soreng & Romasch.",Poaceae Agrostis billardierei R.Br.,(R.Br.),385480-1,,,63(4): 1021,,,,,,,,,,,,11/09/2025 15:22,12/09/2025 16:29,,,Poaceae,Polypogon billardierei,Polypogon billardierei,Polypogon,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1021. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,11,billardierei,,,f,t,,,,,,,Romasch.@20015653-1@3@aut$R.Br.@1192-1@4@bas$Soreng@35734-1@2@aut$P.M.Peterson@14873-1@1@aut,,,comb. nov.,,1.2,f,polypogon~billardierei,poaceaepolypogon~billardierei~,wfo-1000084771,,species,,,,,J. Syst. Evol. 63(4): 1021 (2025),https://www.ipni.org/77368998-1,IPNI Record: 77368998-1
urn:lsid:ipni.org:names:77368999-1,"(E.Fourn.) P.M.Peterson, Soreng & Romasch.",Poaceae Agrostis bourgaei E.Fourn.,(E.Fourn.),7570-2,,,63(4): 1021,,,,,,,,,,,,11/09/2025 15:26,12/09/2025 16:30,,,Poaceae,Polypogon bourgaei,Polypogon bourgaei,Polypogon,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1021. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,11,bourgaei,,,f,t,,,,,,,Romasch.@20015653-1@3@aut$E.Fourn.@2857-1@4@bas$Soreng@35734-1@2@aut$P.M.Peterson@14873-1@1@aut,,,comb. nov.,,1.3,f,polypogon~bourgaei,poaceaepolypogon~bourgaei~,wfo-1000084772,,species,,,,,J. Syst. Evol. 63(4): 1021 (2025),https://www.ipni.org/77368999-1,IPNI Record: 77368999-1
urn:lsid:ipni.org:names:77369000-1,"(G.Forst.) P.M.Peterson, Soreng & Romasch.",Poaceae Avena filiformis G.Forst.,(G.Forst.),391451-1,,,63(4): 1021,,,,,,,,,,,,11/09/2025 15:31,16/09/2025 17:09,,,Poaceae,Polypogon filiformis,Polypogon filiformis,Polypogon,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1021. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,11,filiformis,,,f,t,,,,,,,Soreng@35734-1@2@aut$Romasch.@20015653-1@3@aut$P.M.Peterson@14873-1@1@aut$G.Forst.@2835-1@4@bas,,,comb. nov.,,1.3,f,polypogon~filiformis,poaceaepolypogon~filiformis~,wfo-1000085064,,species,,,,,J. Syst. Evol. 63(4): 1021 (2025),https://www.ipni.org/77369000-1,IPNI Record: 77369000-1
urn:lsid:ipni.org:names:77369001-1,"(Hack.) P.M.Peterson, Soreng & Romasch.",Poaceae Deyeuxia forsteri Kunth var. littoralis Hack.,(Hack.),50998089-1,,,63(4): 1021,,,,,,,,,,,,11/09/2025 15:45,12/09/2025 16:37,,,Poaceae,Polypogon littoralis,Polypogon littoralis,Polypogon,,f,f,,,,,,,418696-1,,,,,,,,nom. illeg. later homonym,,nom. illeg.,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1021. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,13,littoralis,,,f,t,,,,,,,P.M.Peterson@14873-1@1@aut$Hack.@3523-1@4@bas$Soreng@35734-1@2@aut$Romasch.@20015653-1@3@aut,,,comb. et stat. nov.,,1.3,f,polypogon~littoralis,poaceaepolypogon~littoralis~,wfo-1000085054,,species,,,,,J. Syst. Evol. 63(4): 1021 (2025),https://www.ipni.org/77369001-1,IPNI Record: 77369001-1
urn:lsid:ipni.org:names:77369005-1,(Wallr.) Soó,Ranunculaceae Adonis maculata Wallr. var. pallens Wallr.,(Wallr.),77368501-1,,,11: 251,,,,,,,,,,,,11/09/2025 19:44,12/09/2025 13:14,,,Ranunculaceae,Adonis aestivalis f. pallens,Adonis aestivalis f. pallens,Adonis,,f,f,,,,,pallens,,,,,,,,,,,,,,,,,,,,,,,null:,708056-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 251. 1965 ,,,,,11,aestivalis,L.,,f,t,,,,,,,Wallr.@11354-1@2@bas$Soó@9897-1@1@aut,L.@0-0@1@aut,,comb. nov.,,1.3,f,adonis~aestivalispallens,ranunculaceaeadonis~aestivalispallens,wfo-1200114797,,form,,,,,Acta Bot. Acad. Sci. Hung. 11: 251 (1965),https://www.ipni.org/77369005-1,IPNI Record: 77369005-1
urn:lsid:ipni.org:names:77369006-1,(Wallr.) Soó,Ranunculaceae Adonis maculata Wallr. var. ochroleuca Wallr.,(Wallr.),77368502-1,,,11: 251,,,,,,,,,,,,11/09/2025 19:46,12/09/2025 14:09,,,Ranunculaceae,Adonis aestivalis f. ochroleuca,Adonis aestivalis f. ochroleuca,Adonis,,f,f,,,,,ochroleuca,,,,,,,,,,,,,,,,,,,,,,,null:,708056-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 251. 1965 ,,,,,11,aestivalis,L.,,f,t,,,,,,,Wallr.@11354-1@2@bas$Soó@9897-1@1@aut,L.@0-0@1@aut,,comb. nov.,,1.3,f,adonis~aestivalisochroleuca,ranunculaceaeadonis~aestivalisochroleuca,wfo-1200114798,,form,,,,,Acta Bot. Acad. Sci. Hung. 11: 251 (1965),https://www.ipni.org/77369006-1,IPNI Record: 77369006-1
urn:lsid:ipni.org:names:77369007-1,Soó,,,,,,11: 251,,,,,,,,,,,,11/09/2025 19:49,13/09/2025 11:13,,,Nymphaeaceae,Nymphaea alba f. limosa,Nymphaea alba f. limosa,Nymphaea,,f,f,,,,,limosa,,,,,,,,,,,,,,,,,,,,,,,null:,171158-2,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 251. 1965 ,,replaced synonym 'non Clavaud 1881',77368503-1,,9,alba,L.,,f,t,,,,,,,Soó@9897-1@1@aut,L.@0-0@0@aut,,nom. nov.,,1.3,f,nymphaea~albalimosa,nymphaeaceaenymphaea~albalimosa,wfo-1200114800,,form,,,,,Acta Bot. Acad. Sci. Hung. 11: 251 (1965),https://www.ipni.org/77369007-1,IPNI Record: 77369007-1
urn:lsid:ipni.org:names:77369008-1,(P.Beauv.) Soó,Lycopodiaceae Plananthus patens P.Beauv.,(P.Beauv.),201160-2,,,10: 369,,,,,,,,,,,,11/09/2025 20:06,13/09/2025 11:23,,,Lycopodiaceae,Huperzia selago var. patens,Huperzia selago var. patens,Huperzia,,f,f,,,,,patens,,,,,,,,,,"nom. inval.    , lacking full and direct basionym ref",,nom. inval.,,,,,,,,,,,null:,1140250-2,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1964,1964,,Soó,var.,Acta Bot. Acad. Sci. Hung. 10: 369. 1964 ,,,,,12,selago,(L.) Bernh. ex Schrank & Mart.,,f,t,,,,,,,P.Beauv.@7271-1@2@bas$Soó@9897-1@1@aut,Schrank@0-0@1@autEx$Mart.@0-0@2@autEx$L.@0-0@3@bas$Bernh.@0-0@0@aut,,comb. et stat. nov.,,1.3,f,huperzia~selagopatens,lycopodiaceaehuperzia~selagopatens,wfo-1200114871,,variety,,,,,Acta Bot. Acad. Sci. Hung. 10: 369 (1964),https://www.ipni.org/77369008-1,IPNI Record: 77369008-1
urn:lsid:ipni.org:names:77369009-1,(Desv.) Soó,Lycopodiaceae Lycopodium selago L. var. laxum Desv.,(Desv.),77369010-1,,,10: 369,,,,,,,,,,,,11/09/2025 20:06,14/09/2025 13:13,,,Lycopodiaceae,Huperzia selago var. laxa,Huperzia selago var. laxa,Huperzia,,f,f,,,,,laxa,,,,,,,,,,"nom. inval.    , basionym not valid",,nom. inval.,,,,,,,,,,,null:,1140250-2,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1964,1964,,Soó,var.,Acta Bot. Acad. Sci. Hung. 10: 369. 1964 ,,,,,12,selago,(L.) Bernh. ex Schrank & Mart.,,f,t,,,,,,,Desv.@17974-1@2@bas$Soó@9897-1@1@aut,Bernh.@16018-1@1@aut$Mart.@22979-1@3@autEx$L.@12653-1@4@bas$Schrank@9254-1@2@autEx,,comb. et stat. nov.,,1.6,f,huperzia~selagolaxa,lycopodiaceaehuperzia~selagolaxa,wfo-1200114801,,variety,,,,,Acta Bot. Acad. Sci. Hung. 10: 369 (1964),https://www.ipni.org/77369009-1,IPNI Record: 77369009-1
urn:lsid:ipni.org:names:77369010-1,Desv.,,,,,,6(2): 180,,,,,,,,,,,,11/09/2025 20:26,14/09/2025 13:11,,,Lycopodiaceae,Lycopodium selago var. laxum,Lycopodium selago var. laxum,Lycopodium,,f,f,,,,,laxum,,,,,,,,,,"nom. inval.    , includes the type of L. selago L.",,nom. inval.,,,,,,,,,,,,147603-2,Mém. Soc. Linn. Paris,urn:lsid:ipni.org:publications:7146-2,1827,1827,,Desv.,var.,Mém. Soc. Linn. Paris 6(2): 180. 1827 ,,,,,9,selago,L.,,f,t,,,,,,,Desv.@17974-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,lycopodium~selagolaxum,lycopodiaceaelycopodium~selagolaxum,wfo-1200103769,,variety,,,,,Mém. Soc. Linn. Paris 6(2): 180 (1827),https://www.ipni.org/77369010-1,IPNI Record: 77369010-1
urn:lsid:ipni.org:names:77369011-1,(Kit. ex Willd.) Soó,Lycopodiaceae Lycopodium recurvum Kit. ex Willd.,(Kit. ex Willd.),147552-2,,,10: 369,,,,,,,,,,,,11/09/2025 20:30,13/09/2025 11:41,,,Lycopodiaceae,Huperzia selago f. recurva,Huperzia selago f. recurva,Huperzia,,f,f,,,,,recurva,,,,,,,,,,,,,,,,,,,,,,,null:,1140250-2,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1964,1964,,Soó,f.,Acta Bot. Acad. Sci. Hung. 10: 369. 1964 ,,,,,11,selago,(L.) Bernh. ex Schrank & Mart.,,f,t,,,,,,,Soó@9897-1@1@aut$Willd.@11692-1@3@basEx$Kit.@4819-1@2@bas,Bernh.@0-0@0@aut$Mart.@0-0@2@autEx$Schrank@0-0@1@autEx$L.@0-0@3@bas,,comb. et stat. nov.,,1.3,f,huperzia~selagorecurva,lycopodiaceaehuperzia~selagorecurva,wfo-1200114872,,form,,,,,Acta Bot. Acad. Sci. Hung. 10: 369 (1964),https://www.ipni.org/77369011-1,IPNI Record: 77369011-1
urn:lsid:ipni.org:names:77369113-1,"(Stapf) P.M.Peterson, Soreng & Romasch.",Poaceae Agrostis polypogonoides Stapf,(Stapf),386166-1,,,63(4): 1021,,,,,,,,,,,,12/09/2025 14:11,16/09/2025 17:03,,,Poaceae,Polypogon polypogonoides,Polypogon polypogonoides,Polypogon,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1021. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,11,polypogonoides,,,f,t,,,,,,,Romasch.@20015653-1@3@aut$Stapf@27136-1@4@bas$Soreng@35734-1@2@aut$P.M.Peterson@14873-1@1@aut,,,comb. nov.,,1.3,f,polypogon~polypogonoides,poaceaepolypogon~polypogonoides~,wfo-1000084810,,species,,,,,J. Syst. Evol. 63(4): 1021 (2025),https://www.ipni.org/77369113-1,IPNI Record: 77369113-1
urn:lsid:ipni.org:names:77369114-1,Britton & Rose,,,,,,1(45): 102,,,,,,,,,,,,12/09/2025 14:16,13/09/2025 11:57,,,Cactaceae,Opuntia ser. Curassavicae,Opuntia ser. Curassavicae,Opuntia,,f,f,,,,curassavicae,,,,,,,,,,,,,,,,,,,,,,,,,30002080-2,Cactaceae (Britton & Rose),urn:lsid:ipni.org:publications:9105-2,1919,1919 [21 Jun 1919],[21 Jun 1919],Britton & Rose,ser.,Cactaceae (Britton & Rose) 1(45): 102. 1919 [21 Jun 1919] ,,,,,8,,,,f,t,,,Opuntia curassavica,,,,Britton@1161-1@1@aut$Rose@8586-1@2@aut,,,tax. nov.,,1.3,f,opuntiacurassavicae,cactaceaeopuntiacurassavicae~~,wfo-1000084778,,series,,,,,Cactaceae (Britton & Rose) 1(45): 102 (1919),https://www.ipni.org/77369114-1,IPNI Record: 77369114-1
urn:lsid:ipni.org:names:77369115-1,Britton & Rose,,,,,,1(45): 174,,,,,,,,,,,,12/09/2025 14:21,13/09/2025 12:00,,,Cactaceae,Opuntia ser. Leucotrichae,Opuntia ser. Leucotrichae,Opuntia,,f,f,,,,leucotrichae,,,,,,,,,,,,,,,,,,,,,,,,,30002080-2,Cactaceae (Britton & Rose),urn:lsid:ipni.org:publications:9105-2,1919,1919 [21 Jun 1919],[21 Jun 1919],Britton & Rose,ser.,Cactaceae (Britton & Rose) 1(45): 174. 1919 [21 Jun 1919] ,,,,,8,,,,f,t,,,Opuntia leucotricha,,,,Britton@1161-1@1@aut$Rose@8586-1@2@aut,,,tax. nov.,,1.3,f,opuntialeucotrichae,cactaceaeopuntialeucotrichae~~,wfo-1000084779,,series,,,,,Cactaceae (Britton & Rose) 1(45): 174 (1919),https://www.ipni.org/77369115-1,IPNI Record: 77369115-1
urn:lsid:ipni.org:names:77369116-1,J.J.Sm.,,,,,,"sér. 2, 8: 48",,,,,,,,,,,,12/09/2025 14:23,16/09/2025 10:09,"Sulawesi (Malesia, Asia-Tropical)",,Ericaceae,Vaccinium malaccense var. celebense,Vaccinium malaccense var. celebense,Vaccinium,,f,f,,,,,celebense,,,,,,,,,,,,,,,,,,,,,,,,859011-1,Bull. Jard. Bot. Buitenzorg,urn:lsid:ipni.org:publications:875-2,1912,1912 [Oct 1912],[Oct 1912],J.J.Sm.,var.,"Bull. Jard. Bot. Buitenzorg sér. 2, 8: 48. 1912 [Oct 1912] ",,,,,9,malaccense,Wight,,f,t,,,,,,,J.J.Sm.@9804-1@1@aut,Wight@0-0@1@aut,5038805,tax. nov.,,1.3,f,vaccinium~malaccensecelebense,ericaceaevaccinium~malaccensecelebense,wfo-1200114805,,variety,,,,,"Bull. Jard. Bot. Buitenzorg sér. 2, 8: 48 (1912)",https://www.ipni.org/77369116-1,IPNI Record: 77369116-1
urn:lsid:ipni.org:names:77369117-1,Ezedin & J.C.Lopes,,,,,,262: 255,,8,,5,,19557,2005,,Takeuchi et al.,,,12/09/2025 14:30,15/09/2025 11:51,"Papua New Guinea (New Guinea, Papuasia, Asia-Tropical);Irian Jaya (New Guinea, Papuasia, Asia-Tropical);",E,Annonaceae,Pyramidanthe montana,Pyramidanthe montana,Pyramidanthe,,f,f,,,,,,,,6,3,11,"Papua New Guinea: Southern Highlands, foothills above expedition's Beneria River basecamp, 1425 m",142,58,55,,,,,,S,,,,,,,,,2121-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [12 Sep 2025],[12 Sep 2025],Ezedin & J.C.Lopes,spec.,PhytoKeys 262: 255. 2025 [12 Sep 2025] [epublished],[epublished],doi:10.3897/phytokeys.262.145660 [english] Etymology: named after its montane distribution.,,,11,montana,,,f,t,,holotype A A02263525;isotype K K003818149;isotype L L.2067322; L.2067323;isotype LAE 285550,,,,,J.C.Lopes@20021433-1@2@aut$Ezedin@20043739-1@1@aut,,,tax. nov.,,1.3,f,pyramidanthe~montana,annonaceaepyramidanthe~montana~,wfo-1000084787,,species,,,,,PhytoKeys 262: 255 (2025),https://www.ipni.org/77369117-1,IPNI Record: 77369117-1
urn:lsid:ipni.org:names:77369118-1,"(Boiss.) P.M.Peterson, Soreng & Romasch.",Poaceae Agrostis reuteri Boiss.,(Boiss.),386234-1,,,63(4): 1021,,,,,,,,,,,,12/09/2025 14:30,12/09/2025 16:43,,,Poaceae,Polypogon reuteri,Polypogon reuteri,Polypogon,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30001956-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [13 Apr 2025],[13 Apr 2025],"P.M.Peterson, Soreng & Romasch.",spec.,J. Syst. Evol. 63(4): 1021. 2025 [13 Apr 2025] [epublished],[epublished],doi:10.1111/jse.13175,,,11,reuteri,,,f,t,,,,,,,P.M.Peterson@14873-1@1@aut$Soreng@35734-1@2@aut$Boiss.@16284-1@4@bas$Romasch.@20015653-1@3@aut,,,comb. nov.,,1.2,f,polypogon~reuteri,poaceaepolypogon~reuteri~,wfo-1000084774,,species,,,,,J. Syst. Evol. 63(4): 1021 (2025),https://www.ipni.org/77369118-1,IPNI Record: 77369118-1
urn:lsid:ipni.org:names:77369119-1,(Salm-Dyck) G.D.Rowley,Cactaceae Nopalea Salm-Dyck,(Salm-Dyck),5452-1,,,22: 10,,,,,,,,,,,,12/09/2025 14:32,13/09/2025 12:11,,,Cactaceae,Opuntia ser. Nopalea,Opuntia ser. Nopalea,Opuntia,,f,f,,,,nopalea,,,,,,,,,,,,,,,,,,,,,,,,,30002080-2,Repert. Pl. Succ.,urn:lsid:ipni.org:publications:2792-2,1973,1973 [1971 publ May 1973],[1971 publ May 1973],G.D.Rowley,ser.,Repert. Pl. Succ. 22: 10. 1973 [1971 publ May 1973] ,,,,,11,,,,f,t,,,Opuntia cochenillifera,,,,Salm-Dyck@8846-1@2@bas$G.D.Rowley@8678-1@1@aut,,,stat. nov.,,1.3,f,opuntianopalea,cactaceaeopuntianopalea~~,wfo-1000084784,,series,,,,,Repert. Pl. Succ. 22: 10 (1973),https://www.ipni.org/77369119-1,IPNI Record: 77369119-1
urn:lsid:ipni.org:names:77369120-1,Ezedin & J.C.Lopes,,,,,,262: 257,,21,,5,,9772,1960,,Moll BW,,,12/09/2025 14:33,15/09/2025 12:18,"Irian Jaya (New Guinea, Papuasia, Asia-Tropical);Papua New Guinea (New Guinea, Papuasia, Asia-Tropical);",E,Annonaceae,Pyramidanthe nervosa,Pyramidanthe nervosa,Pyramidanthe,,f,f,,,,,,,,,55,,"West Papua, Oemboei, near Andai, SW of Manokwari, c. 50 m",133,58,,,,,,,S,,,,,,,,,2121-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [12 Sep 2025],[12 Sep 2025],Ezedin & J.C.Lopes,spec.,PhytoKeys 262: 257. 2025 [12 Sep 2025] [epublished],[epublished],doi:10.3897/phytokeys.262.145660 [english] Etymology: named after the prominent venation of the abaxial laminas.,,,11,nervosa,,,f,t,,holotype L L.1757513;isotype BO BO-1349452;isotype LAE 73853;isotype WAG WAG.1494740; WAG.1494741,,,,,J.C.Lopes@20021433-1@2@aut$Ezedin@20043739-1@1@aut,,,tax. nov.,,1.3,f,pyramidanthe~nervosa,annonaceaepyramidanthe~nervosa~,wfo-1000084788,,species,,,,,PhytoKeys 262: 257 (2025),https://www.ipni.org/77369120-1,IPNI Record: 77369120-1
urn:lsid:ipni.org:names:77369121-1,Ezedin & J.C.Lopes,,,,,,262: 259,,21,,6,,14693,2000,,Takeuchi,,,12/09/2025 14:37,15/09/2025 12:30,"Papua New Guinea (New Guinea, Papuasia, Asia-Tropical);Irian Jaya (New Guinea, Papuasia, Asia-Tropical);",E,Annonaceae,Pyramidanthe oblongifolia,Pyramidanthe oblongifolia,Pyramidanthe,,f,f,,,,,,,,7,21,42,"Papua New Guinea: Morobe, Kamiali Wildlife Management Area, banks of Saia River near Hessen Bay, 0 m",147,8,18,,,,,,S,,,,,,,,,2121-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [12 Sep 2025],[12 Sep 2025],Ezedin & J.C.Lopes,spec.,PhytoKeys 262: 259. 2025 [12 Sep 2025] [epublished],[epublished],doi:10.3897/phytokeys.262.145660 [english] Etymology: named after its distinctly oblong laminas.,,,11,oblongifolia,,,f,t,,holotype A A02263513;isotype K K003818169;isotype L L.1757470;isotype LAE 277040;isotype US US3449680,,,,,J.C.Lopes@20021433-1@2@aut$Ezedin@20043739-1@1@aut,,,tax. nov.,,1.3,f,pyramidanthe~oblongifolia,annonaceaepyramidanthe~oblongifolia~,wfo-1000084789,,species,,,,,PhytoKeys 262: 259 (2025),https://www.ipni.org/77369121-1,IPNI Record: 77369121-1
urn:lsid:ipni.org:names:77369122-1,Ezedin & J.C.Lopes,,,,,,262: 262,,1,,6,,59640,1975,,Vinas &amp; Wiakabu LAE,,,12/09/2025 14:40,15/09/2025 12:34,"Papua New Guinea (New Guinea, Papuasia, Asia-Tropical);Irian Jaya (New Guinea, Papuasia, Asia-Tropical);",E,Annonaceae,Pyramidanthe parvifolia,Pyramidanthe parvifolia,Pyramidanthe,,f,f,,,,,,,,5,,,"Papua New Guinea: Sandaun, north of junction of Bielga and Mogofola Rivers, Telefomin subdistrict, 2100 m",141,5,,,,,,,S,,,,,,,,,2121-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [12 Sep 2025],[12 Sep 2025],Ezedin & J.C.Lopes,spec.,PhytoKeys 262: 262. 2025 [12 Sep 2025] [epublished],[epublished],doi:10.3897/phytokeys.262.145660 [english] Etymology: named after its small leaves.,,,11,parvifolia,,,f,t,,holotype A A02263537;isotype BRI AQ0350359;isotype L L.1757516;isotype LAE 224447,,,,,Ezedin@20043739-1@1@aut$J.C.Lopes@20021433-1@2@aut,,,tax. nov.,,1.3,f,pyramidanthe~parvifolia,annonaceaepyramidanthe~parvifolia~,wfo-1000084790,,species,,,,,PhytoKeys 262: 262 (2025),https://www.ipni.org/77369122-1,IPNI Record: 77369122-1
urn:lsid:ipni.org:names:77369123-1,Ezedin,,,,,,262: 267,,1,,6,,s.n.,2006,,Ama &amp; Takeuchi,,,12/09/2025 14:44,15/09/2025 14:19,"Papua New Guinea (New Guinea, Papuasia, Asia-Tropical)",E,Annonaceae,Desmos insolens,Desmos insolens,Desmos,,f,f,,,,,,,,4,30,,"Madang, Josephstaal District, 160 m",145,2,,,,,,,S,,,,,,,,,2007-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [12 Sep 2025],[12 Sep 2025],Ezedin,spec.,PhytoKeys 262: 267. 2025 [12 Sep 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.145660 [english] Etymology: name from Latin īnsolentis, unusual, in reference to the venation.",,,11,insolens,,,f,t,,holotype A A02607250; A02607251,,,,,Ezedin@20043739-1@1@aut,,,tax. nov.,,1.3,f,desmos~insolens,annonaceaedesmos~insolens~,wfo-1000084791,,species,,,,,PhytoKeys 262: 267 (2025),https://www.ipni.org/77369123-1,IPNI Record: 77369123-1
urn:lsid:ipni.org:names:77369124-1,Britton & Rose,,,,,,1(45): 159,,,,,,,,,,,,12/09/2025 14:45,13/09/2025 11:56,,,Cactaceae,Opuntia ser. Scheerianae,Opuntia ser. Scheerianae,Opuntia,,f,f,,,,scheerianae,,,,,,,,,,,,,,,,,,,,,,,,,30002080-2,Cactaceae (Britton & Rose),urn:lsid:ipni.org:publications:9105-2,1919,1919 [21 Jun 1919],[21 Jun 1919],Britton & Rose,ser.,Cactaceae (Britton & Rose) 1(45): 159. 1919 [21 Jun 1919] ,,,,,8,,,,f,t,,,"Opuntia scheeri F.A.C.Weber, Bois, Dict. hort. 2: 895. (1898)",,,,Rose@8586-1@2@aut$Britton@1161-1@1@aut,,,tax. nov.,,1.3,f,opuntiascheerianae,cactaceaeopuntiascheerianae~~,wfo-1000084777,,series,,,,,Cactaceae (Britton & Rose) 1(45): 159 (1919),https://www.ipni.org/77369124-1,IPNI Record: 77369124-1
