id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,pub,url,label
urn:lsid:ipni.org:names:77368610-1,Beck,,,,,,11: 62,,,,,,,,,,,,01/09/2025 10:56,01/09/2025 10:56,,,Leguminosae,Anthyllis adriatica,Anthyllis adriatica,Anthyllis,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21681-1,Ann. K. K. Naturhist. Hofmus.,urn:lsid:ipni.org:publications:1241-2,1896,1896,,Beck,spec.,Ann. K. K. Naturhist. Hofmus. 11: 62. 1896 ,,,,,8,adriatica,,,f,t,,,,,,,Beck@12341-1@1@aut,,,tax. nov.,,1.1,f,anthyllis~adriatica,leguminosaeanthyllis~adriatica~,wfo-0000538721,,species,,,,,Ann. K. K. Naturhist. Hofmus. 11: 62 (1896),https://www.ipni.org/77368610-1,IPNI Record: 77368610-1
urn:lsid:ipni.org:names:77368611-1,King & Gamble,,,,,,74(2): 64,,,,,,,,,,,,01/09/2025 13:41,03/09/2025 11:55,,,Ericaceae,Vaccinium viscifolium var. minus,Vaccinium viscifolium var. minus,Vaccinium,,f,f,,,,,minus,,,,,,,,,,,,,,,,,,,,,,,,334741-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.",urn:lsid:ipni.org:publications:982-2,1905,1905,,King & Gamble,var.,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74(2): 64. 1905 , as 'minor'",", as 'minor'",English descr.,,,8,viscifolium,King & Gamble,,f,t,,,,,,,Gamble@3003-1@2@aut$King@4798-1@1@aut,Gamble@0-0@2@aut$King@0-0@1@aut,,tax. nov.,,1.3,f,vaccinium~viscifoliumminus,ericaceaevaccinium~viscifoliumminus,wfo-1200114765,,variety,,,,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74(2): 64 (1905)",https://www.ipni.org/77368611-1,IPNI Record: 77368611-1
urn:lsid:ipni.org:names:77368612-1,H.R.Fletcher,,,,,,1936(1): 36,,,,,,,,,,,,01/09/2025 14:19,02/09/2025 10:55,,,Ericaceae,Vaccinium eberhardtii var. pubescens,Vaccinium eberhardtii var. pubescens,Vaccinium,,f,f,,,,,pubescens,,,,,,,,,,,,,,,,,,,,,,,,334373-1,Kew Bull.,urn:lsid:ipni.org:publications:987-2,1936,1936,,H.R.Fletcher,var.,Kew Bull. 1936(1): 36. ,,doi:10.2307/4118565 Latin descr.,,,8,eberhardtii,Dop,,f,t,,,,,,,H.R.Fletcher@2782-1@1@aut,Dop@0-0@1@aut,,tax. nov.,,1.3,f,vaccinium~eberhardtiipubescens,ericaceaevaccinium~eberhardtiipubescens,wfo-1200114760,,variety,,,,,Kew Bull. 1936(1): 36 (1936),https://www.ipni.org/77368612-1,IPNI Record: 77368612-1
urn:lsid:ipni.org:names:77368613-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 6",,,,,,,,,,,,01/09/2025 16:00,01/09/2025 16:06,,,Cactaceae,Phyllocactus foersteri,Phyllocactus foersteri,Phyllocactus,,f,f,"137599-1,137553-1",(Phyllocactus phyllanthoides Link × Phyllocactus ackermannii (Haw.) Salm-Dyck),,,,,,,,,,,,,,,,,,,,,,,,,,,30002260-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,foersteri,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.2,f,phyllocactus~foersteri,cactaceaephyllocactus~foersteri~,wfo-1000084675,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 6 (1862)",https://www.ipni.org/77368613-1,IPNI Record: 77368613-1
urn:lsid:ipni.org:names:77368614-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 6",,,,,,,,,,,,01/09/2025 16:12,01/09/2025 16:12,,,Cactaceae,Phyllocactus pfeifferi,Phyllocactus pfeifferi,Phyllocactus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30002260-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,pfeifferi,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,phyllocactus~pfeifferi,cactaceaephyllocactus~pfeifferi~,wfo-1000084676,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 6 (1862)",https://www.ipni.org/77368614-1,IPNI Record: 77368614-1
urn:lsid:ipni.org:names:77368615-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 6",,,,,,,,,,,,01/09/2025 16:14,15/09/2025 14:36,,,Cactaceae,Phyllocactus molkenboeri,Phyllocactus molkenboeri,Phyllocactus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30002260-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list. Etymology: named in honour of Dr. J. H. Molkenboer.",,,8,molkenboeri,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.2,f,phyllocactus~molkenboeri,cactaceaephyllocactus~molkenboeri~,wfo-1000084792,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 6 (1862)",https://www.ipni.org/77368615-1,IPNI Record: 77368615-1
urn:lsid:ipni.org:names:77368616-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 6",,,,,,,,,,,,01/09/2025 16:24,01/09/2025 16:24,,,Cactaceae,Cereus lemairei,Cereus lemairei,Cereus,,f,f,"77328541-1,137599-1",(Cereus speciosissimus (Desf.) Steud. × Phyllocactus phyllanthoides Link),,,,,325453-2,,,,,,,,nom. illeg. later homonym,,nom. illeg.,,,,,,,,,,,,60437289-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,10,lemairei,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,cereus~lemairei,cactaceaecereus~lemairei~,wfo-1000085020,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 6 (1862)",https://www.ipni.org/77368616-1,IPNI Record: 77368616-1
urn:lsid:ipni.org:names:77368617-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 6",,,,,,,,,,,,01/09/2025 16:29,01/09/2025 16:29,,,Cactaceae,Phyllocactus fellneri,Phyllocactus fellneri,Phyllocactus,,f,f,"137599-1,137553-1",(Phyllocactus phyllanthoides Link × Phyllocactus ackermannii (Haw.) Salm-Dyck),,,,,,,,,,,,,,,,,,,,,,,,,,,30002260-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 6. 1862 ",,"Etymology: named for the distinguished breeder A. Fellner. Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list. Authorships of hybridparents apparently swapped.",,,8,fellneri,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,phyllocactus~fellneri,cactaceaephyllocactus~fellneri~,wfo-1000084677,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 6 (1862)",https://www.ipni.org/77368617-1,IPNI Record: 77368617-1
urn:lsid:ipni.org:names:77368618-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 7",,,,,,,,,,,,01/09/2025 17:10,01/09/2025 17:10,,,Cactaceae,Phyllocactus miqueli,Phyllocactus miqueli,Phyllocactus,,f,f,137599-1,(Phyllocactus phyllanthoides Link),,,,,,,,,,,,,,,,,,,,,,,,,,,30002260-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,miqueli,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,phyllocactus~miqueli,cactaceaephyllocactus~miqueli~,wfo-1000084678,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 7 (1862)",https://www.ipni.org/77368618-1,IPNI Record: 77368618-1
urn:lsid:ipni.org:names:77368619-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 7",,,,,,,,,,,,01/09/2025 17:13,01/09/2025 17:13,,,Cactaceae,Phyllocactus pollei,Phyllocactus pollei,Phyllocactus,,f,f,137599-1,(Phyllocactus phyllanthoides Link),,,,,,,,,,,,,,,,,,,,,,,,,,,30002260-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",,"Etymology: 'named after our long-time head of  cultivation'. Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,pollei,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,phyllocactus~pollei,cactaceaephyllocactus~pollei~,wfo-1000084679,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 7 (1862)",https://www.ipni.org/77368619-1,IPNI Record: 77368619-1
urn:lsid:ipni.org:names:77368620-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 7",,,,,,,,,,,,01/09/2025 17:15,01/09/2025 17:15,,,Cactaceae,Cereus marumi,Cereus marumi,Cereus,,f,f,"77328541-1,137553-1",(Cereus speciosissimus (Desf.) Steud. × Phyllocactus ackermannii (Haw.) Salm-Dyck),,,,,,,,,,,,,,,,,,,,,,,,,,,60437289-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,marumi,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,cereus~marumi,cactaceaecereus~marumi~,wfo-1000084680,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 7 (1862)",https://www.ipni.org/77368620-1,IPNI Record: 77368620-1
urn:lsid:ipni.org:names:77368621-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 7",,,,,,,,,,,,01/09/2025 17:18,01/09/2025 17:18,,,Cactaceae,Cereus galleottii,Cereus galleottii,Cereus,,f,f,"137553-1,77328541-1",(Phyllocactus ackermannii (Haw.) Salm-Dyck × Cereus speciosissimus (Desf.) Steud.),,,,,,,,,,,,,,,,,,,,,,,,,,,60437289-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,galleottii,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,cereus~galleottii,cactaceaecereus~galleottii~,wfo-1000084681,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 7 (1862)",https://www.ipni.org/77368621-1,IPNI Record: 77368621-1
urn:lsid:ipni.org:names:77368622-1,J.H.Krelage,,,,,,"11(Anz., Hort. Krelag.): 7",,,,,,,,,,,,01/09/2025 17:21,01/09/2025 17:21,,,Cactaceae,Cereus krelagei,Cereus krelagei,Cereus,,f,f,"77328541-1,130334-1",(Cereus speciosissimus (Desf.) Steud. × Cereus × jenkinsonii Sweet),,,,,,,,,,,,,,,,,,,,,,,,,,,60437289-2,Gartenflora,urn:lsid:ipni.org:publications:1200-2,1862,1862,,J.H.Krelage,spec.,"Gartenflora 11(Anz., Hort. Krelag.): 7. 1862 ",,"Author given as 'Krelage', in advertisement for 'E.H.Krelage uns Sohn', but J.H.Krelage listed as editor of plant name list.",,,8,krelagei,,,f,t,,,,,,,J.H.Krelage@20042594-1@1@aut,,,tax. nov.,,1.1,f,cereus~krelagei,cactaceaecereus~krelagei~,wfo-1000084682,,species,,,,,"Gartenflora 11(Anz., Hort. Krelag.): 7 (1862)",https://www.ipni.org/77368622-1,IPNI Record: 77368622-1
urn:lsid:ipni.org:names:77368623-1,E.Wimm.,,,,,,"IV, 276c(Heft 108): 984",,,,,,175,,,John Forbes,,,01/09/2025 18:52,03/09/2025 12:12,"Western Cape Province (Cape Provinces, Southern Africa, Africa)",,Campanulaceae,Cyphia psilostemon,Cyphia psilostemon,Cyphia,,f,f,,,,,,,,,,,Cape of Good Hope,,,,,,,,,,,,,,,,,,5667-1,Pflanzenr. (Engler),urn:lsid:ipni.org:publications:3295-2,1968,1968 [15 Mar 1968],[15 Mar 1968],E.Wimm.,spec.,"Pflanzenr. (Engler) IV, 276c(Heft 108): 984. 1968 [15 Mar 1968] ",,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,11,psilostemon,,,f,t,,holotype BM,,,,,E.Wimm.@11752-1@1@aut,,,tax. nov.,,1.3,f,cyphia~psilostemon,campanulaceaecyphia~psilostemon~,wfo-0001420941,,species,,,,,"Pflanzenr. (Engler) IV, 276c(Heft 108): 984 (1968)",https://www.ipni.org/77368623-1,IPNI Record: 77368623-1
urn:lsid:ipni.org:names:77368624-1,Loefgr.,,,,,,"11, photogr.-N.7",,,,,,,,,,,,01/09/2025 23:37,01/09/2025 23:37,Brazil (Southern America),,Euphorbiaceae,Jatropha acanthophylla,Jatropha acanthophylla,Jatropha,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325951-2,Contr. Quest. Florest. Nordeste Região Brazil,urn:lsid:ipni.org:publications:20059998-1,1912,1912,,Loefgr.,spec.,"Contr. Quest. Florest. Nordeste Região Brazil 11, photogr.-N.7. 1912 ",,"Protologue: 'Jatropha acanthophylla arborescente e munida de aculeos rectos, hyalinos e urentes até nas extremidades dos recortes das folhas'",,,9,acanthophylla,,,f,t,,,,,,,Loefgr.@12658-1@1@aut,,,tax. nov.,,1.1,f,jatropha~acanthophylla,euphorbiaceaejatropha~acanthophylla~,wfo-1000084683,,species,,,,,"Contr. Quest. Florest. Nordeste Região Brazil 11, photogr.-N.7 (1912)",https://www.ipni.org/77368624-1,IPNI Record: 77368624-1
urn:lsid:ipni.org:names:77368627-1,(Beck) Zidorn,Leguminosae Anthyllis adriatica Beck,(Beck),77368610-1,,,64-65: 38,,,,,,,,,,,,02/09/2025 10:31,02/09/2025 11:50,,,Leguminosae,Anthyllis vulneraria subsp. adriatica,Anthyllis vulneraria subsp. adriatica,Anthyllis,,f,f,,,,,adriatica,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,subsp.,Phyton (Horn) 64-65: 38. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,11,vulneraria,L.,,f,t,,,,,,,Beck@12341-1@2@bas$Zidorn@20009888-1@1@aut,L.@12653-1@1@aut,,comb. et stat. nov.,,1.2,f,anthyllis~vulnerariaadriatica,leguminosaeanthyllis~vulnerariaadriatica,wfo-1200114762,,subspecies,,,,,Phyton (Horn) 64-65: 38 (2025),https://www.ipni.org/77368627-1,IPNI Record: 77368627-1
urn:lsid:ipni.org:names:77368628-1,(F.Conti & Bartolucci) Zidorn,Leguminosae Anthyllis apennina F.Conti & Bartolucci,(F.Conti & Bartolucci),77216597-1,,,64-65: 39,,,,,,,,,,,,02/09/2025 10:56,02/09/2025 11:50,,,Leguminosae,Anthyllis vulneraria subsp. apennina,Anthyllis vulneraria subsp. apennina,Anthyllis,,f,f,,,,,apennina,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,subsp.,Phyton (Horn) 64-65: 39. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,11,vulneraria,L.,,f,t,,,,,,,Zidorn@20009888-1@1@aut$Bartolucci@20012462-1@3@bas$F.Conti@37831-1@2@bas,L.@12653-1@1@aut,,comb. et stat. nov.,,1.2,f,anthyllis~vulnerariaapennina,leguminosaeanthyllis~vulnerariaapennina,wfo-1200114763,,subspecies,,,,,Phyton (Horn) 64-65: 39 (2025),https://www.ipni.org/77368628-1,IPNI Record: 77368628-1
urn:lsid:ipni.org:names:77368629-1,(Juz. ex Z.V.Klochkova) Zidorn,Leguminosae Anthyllis baltica Juz. ex Z.V.Klochkova,(Juz. ex Z.V.Klochkova),474644-1,,,64-65: 40,,,,,,,,,,,,02/09/2025 11:25,02/09/2025 11:50,,,Leguminosae,Anthyllis vulneraria subsp. baltica,Anthyllis vulneraria subsp. baltica,Anthyllis,,f,f,,,,,baltica,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,subsp.,Phyton (Horn) 64-65: 40. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,9,vulneraria,L.,,f,t,,,,,,,Zidorn@20009888-1@1@aut$Z.V.Klochkova@0-0@3@basEx$Juz.@4601-1@2@bas,L.@12653-1@1@aut,,comb. et stat. nov.,,1.2,f,anthyllis~vulnerariabaltica,leguminosaeanthyllis~vulnerariabaltica,wfo-1200114764,,subspecies,,,,,Phyton (Horn) 64-65: 40 (2025),https://www.ipni.org/77368629-1,IPNI Record: 77368629-1
urn:lsid:ipni.org:names:77368630-1,(Jalas) Zidorn,Leguminosae Anthyllis vulneraria L. var. langei Jalas,(Jalas),51003455-1,,,64-65: 42,,,,,,,,,,,,02/09/2025 11:42,02/09/2025 11:51,,,Leguminosae,Anthyllis vulneraria subsp. langei,Anthyllis vulneraria subsp. langei,Anthyllis,,f,f,,,,,langei,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,subsp.,Phyton (Horn) 64-65: 42. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,11,vulneraria,L.,,f,t,,,,,,,Zidorn@20009888-1@1@aut$Jalas@12578-1@2@bas,L.@12653-1@1@aut,,stat. nov.,,1.2,f,anthyllis~vulnerarialangei,leguminosaeanthyllis~vulnerarialangei,wfo-1200114862,,subspecies,,,,,Phyton (Horn) 64-65: 42 (2025),https://www.ipni.org/77368630-1,IPNI Record: 77368630-1
urn:lsid:ipni.org:names:77368631-1,(R.Lampinen) Zidorn,Leguminosae Anthyllis vulneraria L. subsp. danica R.Lampinen,(R.Lampinen),964986-1,,,64-65: 43,,,,,,,,,,,,02/09/2025 11:48,02/09/2025 11:51,,,Leguminosae,Anthyllis vulneraria var. danica,Anthyllis vulneraria var. danica,Anthyllis,,f,f,,,,,danica,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,var.,Phyton (Horn) 64-65: 43. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,9,vulneraria,L.,,f,t,,,,,,,R.Lampinen@0-0@2@bas$Zidorn@20009888-1@1@aut,L.@12653-1@1@aut,,stat. nov.,,1.2,f,anthyllis~vulnerariadanica,leguminosaeanthyllis~vulnerariadanica,wfo-1200114861,,variety,,,,,Phyton (Horn) 64-65: 43 (2025),https://www.ipni.org/77368631-1,IPNI Record: 77368631-1
urn:lsid:ipni.org:names:77368632-1,(Lowe) Zidorn,Leguminosae Anthyllis lemanniana Lowe,(Lowe),474720-1,,,64-65: 43,,,,,,,,,,,,02/09/2025 11:49,02/09/2025 11:49,,,Leguminosae,Anthyllis vulneraria subsp. lemanniana,Anthyllis vulneraria subsp. lemanniana,Anthyllis,,f,f,,,,,lemanniana,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,subsp.,Phyton (Horn) 64-65: 43. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,11,vulneraria,L.,,f,t,,,,,,,Lowe@5787-1@2@bas$Zidorn@20009888-1@1@aut,L.@12653-1@1@aut,,comb. et stat. nov.,,1.1,f,anthyllis~vulnerarialemanniana,leguminosaeanthyllis~vulnerarialemanniana,wfo-1200114761,,subspecies,,,,,Phyton (Horn) 64-65: 43 (2025),https://www.ipni.org/77368632-1,IPNI Record: 77368632-1
urn:lsid:ipni.org:names:77368633-1,(Vuk.) Zidorn,Leguminosae Anthyllis tricolor Vuk.,(Vuk.),474789-1,,,64-65: 46,,,,,,,,,,,,02/09/2025 11:54,02/09/2025 11:54,,,Leguminosae,Anthyllis vulneraria subsp. tricolor,Anthyllis vulneraria subsp. tricolor,Anthyllis,,f,f,,,,,tricolor,,,,,,,,,,,,,,,,,,,,,,,,474795-1,Phyton (Horn),urn:lsid:ipni.org:publications:2721-2,2025,2025 [1 Sep 2025],[1 Sep 2025],Zidorn,subsp.,Phyton (Horn) 64-65: 46. 2025 [1 Sep 2025] [epublished],[epublished],doi:10.12905/0380.phyton64-65-2025-0035,,,11,vulneraria,L.,,f,t,,,,,,,Vuk.@12981-1@2@bas$Zidorn@20009888-1@1@aut,L.@12653-1@1@aut,,comb. et stat. nov.,,1.1,f,anthyllis~vulnerariatricolor,leguminosaeanthyllis~vulnerariatricolor,wfo-1200114863,,subspecies,,,,,Phyton (Horn) 64-65: 46 (2025),https://www.ipni.org/77368633-1,IPNI Record: 77368633-1
urn:lsid:ipni.org:names:77368634-1,K.Huang & Z.X.Fu,,,,,,262: 131,,29,,4,,8550,2025,,Ke Huang &amp; Zhixi Fu,,,02/09/2025 12:22,04/09/2025 12:15,"Sichuan (China South-Central, China, Asia-Temperate)",E,Asteraceae,Sinosenecio yaanensis,Sinosenecio yaanensis,Sinosenecio,,f,f,,,,,,,,29,52,37,"Ya'an City, Tianquan County, Xingye Township, 1500-1600 m",102,45,15,,,,,,N,,,,,,,,,11032-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [4 Sep 2025],[4 Sep 2025],K.Huang & Z.X.Fu,spec.,PhytoKeys 262: 131. 2025 [4 Sep 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.161687 [english] Etymology: 'The specific epithet is derived from the type locality, Ya'an City, Sichuan Province, China'.",,,11,yaanensis,,,f,t,,holotype SCNU,,,,,Z.X.Fu@20051277-1@2@aut$K.Huang@20066838-1@1@aut,,,tax. nov.,,1.3,f,sinosenecio~yaanensis,asteraceaesinosenecio~yaanensis~,wfo-1000084691,,species,,,,,PhytoKeys 262: 131 (2025),https://www.ipni.org/77368634-1,IPNI Record: 77368634-1
urn:lsid:ipni.org:names:77368635-1,K.Huang & Z.X.Fu,,,,,,262: 148,,30,,4,,8560,2025,,Ke Huang &amp; Zhixi Fu,,,02/09/2025 12:26,04/09/2025 14:10,"Sichuan (China South-Central, China, Asia-Temperate)",E,Gesneriaceae,Petrocosmea pengzhouensis,Petrocosmea pengzhouensis,Petrocosmea,,f,f,,,,,,,,31,11,37,"Chengdu City, Pengzhou, Feilaifeng Scenic Area of Sichuan Longmen Mountain National Geological Park, c. 1116 m",103,55,2,,,,,,N,,,,,,,,,17161-1,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [4 Sep 2025],[4 Sep 2025],K.Huang & Z.X.Fu,spec.,PhytoKeys 262: 148. 2025 [4 Sep 2025] [epublished],[epublished],"doi:10.3897/phytokeys.262.164617 [english] Etymology: 'The new taxon is named after the type locality, Pengzhou, Chengdu City, China'.",,,11,pengzhouensis,,,f,t,,holotype SCNU;isotype SCNU,,,,,K.Huang@20066838-1@1@aut$Z.X.Fu@20051277-1@2@aut,,,tax. nov.,,1.3,f,petrocosmea~pengzhouensis,gesneriaceaepetrocosmea~pengzhouensis~,wfo-1000084693,,species,,,,,PhytoKeys 262: 148 (2025),https://www.ipni.org/77368635-1,IPNI Record: 77368635-1
