id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,New,IPNI_PUB,ipniurl,ipniLabel
urn:lsid:ipni.org:names:77372497-1,Lally,,,,,,15: 35,,7,,9,,1058,1971,,"R.J.Henderson, L.Durrington &amp; P.Sharpe",,,25/11/2025 10:01,25/11/2025 10:01,"Queensland (Queensland, Australia, Australasia)",,Fabaceae,Kennedia volubilis,Kennedia volubilis,Kennedia,,f,f,,,,,,,,,,,"Leichhardt District: Blackdown Tableland, c. 35 km SE of Blackwater (campsite at old stockyard in Mimosa Creek), c. 25 km W of campsite",,,,,,,,,,,,,,,,,,331682-2,Austrobaileya,urn:lsid:ipni.org:publications:1801-2,2025,2025 [3 Sep 2025],[3 Sep 2025],Lally,spec.,Austrobaileya 15: 35. 2025 [3 Sep 2025] [epublished],[epublished],"[english] Etymology: the specific epithet is from the Latin 'volubilis', which means twining, referring to the climbing habit of the plant.",,,11,volubilis,,,f,t,,holotype BRI AQ0014259;isotype CANB;isotype K;isotype MEL;isotype MO,,,,,Lally@20013870-1@1@aut,,,tax. nov.,,1.1,f,kennedia~volubilis,fabaceaekennedia~volubilis~,2041,wfo-1000086360,,species,,,,,Yes,Austrobaileya 15: 35 (2025),https://www.ipni.org/n/77372497-1,IPNI Record: 77372497-1
urn:lsid:ipni.org:names:77372498-1,L.Weber,,,,,,15: 5,,24,,11,,LCW2048,2023,,"Lui Weber, Rachel Bird, Liam Weber, Glenn Leiper &amp; Robert Price",,,25/11/2025 10:08,25/11/2025 10:09,"Queensland (Queensland, Australia, Australasia);New South Wales (New South Wales, Australia, Australasia);",,Myrtaceae,Syzygium nebulosum,Syzygium nebulosum,Syzygium,,f,f,,,,,,,,,,,"Queensland. Moreton District: Repeater Station Road, Springbrook, near Old Mountain Lodge, 18 km SW of Mudgeeraba",,,,,,,,,,,,,,,,,,327906-2,Austrobaileya,urn:lsid:ipni.org:publications:1801-2,2025,2025 [25 Mar 2025],[25 Mar 2025],L.Weber,spec.,Austrobaileya 15: 5. 2025 [25 Mar 2025] [epublished],[epublished],"[english] Etymology: the specific epithet is derived from the Latin adjective nebulosus: subject to cloud and mist or hazy, foggy or obscure. Named for the cloud rainforest environment on the Wollumbin (Mt Warning)",,,11,nebulosum,,,f,t,,holotype BRI AQ1050312;isotype CNS;isotype L;isotype MEL;isotype NSW;isotype US,,,,,L.Weber@20051062-1@1@aut,,,tax. nov.,,1.2,f,syzygium~nebulosum,myrtaceaesyzygium~nebulosum~,2042,wfo-1000086361,,species,,,,,Yes,Austrobaileya 15: 5 (2025),https://www.ipni.org/n/77372498-1,IPNI Record: 77372498-1
urn:lsid:ipni.org:names:77372501-1,D.Marques & A.M.Teles,,,,,,97(3)-e20241085: 2,,25,,8,,872,2016,,"C.Baez, P.Rosa, T.Lima &amp; D.Maurenza",,,25/11/2025 11:24,25/11/2025 11:24,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",W,Asteraceae,Lepidaploa bracteospinoflava,Lepidaploa bracteospinoflava,Lepidaploa,,f,f,,,,,,,,21,53,41,"Município de Santa Maria Madalena, Parque Estadual do Desengano, Pico do Desengano, 1700 m",41,54,46,,,,,,S,,,,,,,,,9732-1,Anais Acad. Brasil. Ci.,urn:lsid:ipni.org:publications:1610-2,2025,2025 [18 Aug 2025],[18 Aug 2025],D.Marques & A.M.Teles,spec.,Anais Acad. Brasil. Ci. 97(3)-e20241085: 2. 2025 [18 Aug 2025] [epublished],[epublished],doi:10.1590/0001-3765202520241085 [english] Etymology: the specific epithet alludes to the spiny and yellowish apex of the involucral bracts,,,11,bracteospinoflava,,,f,t,,holotype RB RB01176823;isotype ALCB ALCB048149,,,,,A.M.Teles@20013837-1@2@aut$D.Marques@20031051-1@1@aut,,,tax. nov.,,1.1,f,lepidaploa~bracteospinoflava,asteraceaelepidaploa~bracteospinoflava~,2053,wfo-1000086362,,species,,,,,Yes,Anais Acad. Brasil. Ci. 97(3)-e20241085: 2 (2025),https://www.ipni.org/n/77372501-1,IPNI Record: 77372501-1
urn:lsid:ipni.org:names:77372502-1,"Kessous, N.G.Silva & A.F.Costa",,,,,,97(3)-e20240676: 2,,6,,6,,433,2023,,Kessous et al.,,,25/11/2025 11:34,25/11/2025 11:34,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",W,Bromeliaceae,Vriesea museunacionalii,Vriesea museunacionalii,Vriesea,,f,f,,,,,,,,22,52,33,"Rio Claro, região de Lídice, próximo ao caminho para o Rio das Pedras, 580 m",44,13,14,,,,,,S,,,,,,,,,328332-2,Anais Acad. Brasil. Ci.,urn:lsid:ipni.org:publications:1610-2,2025,2025 [15 Sep 2025],[15 Sep 2025],"Kessous, N.G.Silva & A.F.Costa",spec.,Anais Acad. Brasil. Ci. 97(3)-e20240676: 2. 2025 [15 Sep 2025] [epublished],[epublished],"doi:10.1590/0001-3765202520240676 [english] Etymology: the specific epithet is the genitive latinized form of the fused Portuguese words 'Museu Nacional', in honour to that institution.",,,11,museunacionalii,,,f,t,,holotype R;isotype RB;isotype POCA,,,,,A.F.Costa@36612-1@3@aut$N.G.Silva@20024344-1@2@aut$Kessous@20032920-1@1@aut,,,tax. nov.,,1.1,f,vriesea~museunacionalii,bromeliaceaevriesea~museunacionalii~,2056,wfo-1000086363,,species,,,,,Yes,Anais Acad. Brasil. Ci. 97(3)-e20240676: 2 (2025),https://www.ipni.org/n/77372502-1,IPNI Record: 77372502-1
urn:lsid:ipni.org:names:77372262-1,van Jaarsv. & S.Venter,,,,,,35(3): 139,,,,,,16595,,,Van Jaarsveld,,,22/11/2025 08:22,25/11/2025 11:39,"Eastern Cape Province (Cape Provinces, Southern Africa, Africa)",,Hyacinthaceae,Ledebouria loedolffiae,Ledebouria loedolffiae,Ledebouria,,f,f,,,,,,,,,,,"3324 (Riversdale): Camphers Poort, E. Cape",,,,,,,,,,,,,,,,,,24421-1,Avonia,urn:lsid:ipni.org:publications:18753-2,2017,2017,,van Jaarsv. & S.Venter,spec.,"Avonia 35(3): 139. 2017 , as 'loedolfiae'",", as 'loedolfiae'",doi:https://www.academia.edu/35138341/Ledebouria_loedolffiae_pdf [english] Etymology: honours the artist Jeanette Loedolff in recognition of her contribution to botanical art.,,,11,loedolffiae,,,f,t,,holotype NBG,,,,,S.Venter@35561-1@2@aut$van Jaarsv.@13153-1@1@aut,,,tax. nov.,,1.3,f,ledebouria~loedolffiae,hyacinthaceaeledebouria~loedolffiae~,2057,wfo-1000086364,,species,,,,,Yes,Avonia 35(3): 139 (2017),https://www.ipni.org/n/77372262-1,IPNI Record: 77372262-1
urn:lsid:ipni.org:names:77372503-1,da Pena & Croat,,,,,,48(1): 17,,,,,,,,,,,,25/11/2025 11:47,25/11/2025 11:47,,,Araceae,Anthurium terminus,Anthurium terminus,Anthurium,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329747-2,Aroideana,urn:lsid:ipni.org:publications:1545-2,2025,2025 [19 Mar 2025],[19 Mar 2025],da Pena & Croat,spec.,Aroideana 48(1): 17. 2025 [19 Mar 2025] [epublished],[epublished],"Etymology: the epithet, a noun in apposition, is the name of the ancient  Roman god of borders, in allusion to the close proximity of this species' known occurrence to Panama's border with Colombia.",77357256-1,,9,terminus,,,f,t,,,,,,,da Pena@20074498-1@1@aut$Croat@1881-1@2@aut,,,nom. nov.,,1.1,f,anthurium~terminus,araceaeanthurium~terminus~,2060,wfo-1000086365,,species,,,,,Yes,Aroideana 48(1): 17 (2025),https://www.ipni.org/n/77372503-1,IPNI Record: 77372503-1
urn:lsid:ipni.org:names:77372504-1,R.Zambrano & Croat,,,,,,48(1): 19,,24,,10,,72,2022,,"R. Zambrano C., K. Ayala &amp; M. Sulen",,,25/11/2025 11:52,25/11/2025 11:52,"Ecuador (Western South America, Southern America)",W,Araceae,Anthurium roquesevillae,Anthurium roquesevillae,Anthurium,,f,f,,,,,,,,,9,31,"Pichincha:  Metropolitan District of Quito, Pacto, Mashpi Lodge Reserve, 879 m",78,52,54,,,,,,N,,,,,,,,,329747-2,Aroideana,urn:lsid:ipni.org:publications:1545-2,2025,2025 [19 Mar 2025],[19 Mar 2025],R.Zambrano & Croat,spec.,Aroideana 48(1): 19. 2025 [19 Mar 2025] [epublished],[epublished],"[english] Etymology: named in honour of Roque Sevilla, a prominent Ecuadorian  environmentalist and entrepreneur , who spearheaded the creation and protection of Mashpi Lodge Reserve, where this species was discovered.",,,11,roquesevillae,,,f,t,,holotype QCA QCA252046,,,,,R.Zambrano@20074494-1@1@aut$Croat@1881-1@2@aut,,,tax. nov.,,1.1,f,anthurium~roquesevillae,araceaeanthurium~roquesevillae~,2061,wfo-1000086366,,species,,,,,Yes,Aroideana 48(1): 19 (2025),https://www.ipni.org/n/77372504-1,IPNI Record: 77372504-1
urn:lsid:ipni.org:names:77372505-1,R.Zambrano & Croat,,,,,,48(1): 29,,21,,6,,7154,2014,,"Álvaro J. Pérez, Katya Romoleroux, Nicolás  Zapata &amp; Washington Santillán",,,25/11/2025 12:02,25/11/2025 12:02,"Ecuador (Western South America, Southern America)",W,Araceae,Anthurium alvaroperezii,Anthurium alvaroperezii,Anthurium,,f,f,,,,,,,,4,29,43,"Zamora  Chinchipe: Palanda Cantón, Tapichalaca Reserve, collections along the Tangaras Trail, 2500 m",79,7,55,,,,,,S,,,,,,,,,329747-2,Aroideana,urn:lsid:ipni.org:publications:1545-2,2025,2025 [19 Mar 2025],[19 Mar 2025],R.Zambrano & Croat,spec.,Aroideana 48(1): 29. 2025 [19 Mar 2025] [epublished],[epublished],"[english] Etymology: named in honour of Álvaro Pérez, a distinguished Ecuadorian  botanist, who first collected the species in 2014 during fieldwork in the Tapichalaca Reserve.",,,11,alvaroperezii,,,f,t,,holotype QCA QCA236023,,,,,R.Zambrano@20074494-1@1@aut$Croat@1881-1@2@aut,,,tax. nov.,,1.1,f,anthurium~alvaroperezii,araceaeanthurium~alvaroperezii~,2063,wfo-1000086367,,species,,,,,Yes,Aroideana 48(1): 29 (2025),https://www.ipni.org/n/77372505-1,IPNI Record: 77372505-1
urn:lsid:ipni.org:names:77365056-1,P.H.Cardoso & Salimena,,,,,,97(Suppl. 2)-e20241271: 3,,14,,4,,4248,2024,,F.R.G.Salimena,,,06/07/2025 14:51,25/11/2025 14:55,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",,Verbenaceae,Stachytarpheta serrana,Stachytarpheta serrana,Stachytarpheta,,f,f,,,,,,,,,,,"Serro, Pedro Lessa, Estrada para Presidente Kubitscheck",,,,,,,,,,,,,,,,,,330579-2,Anais Acad. Brasil. Ci.,urn:lsid:ipni.org:publications:1610-2,2025,2025 [30 May 2025],[30 May 2025],P.H.Cardoso & Salimena,spec.,Anais Acad. Brasil. Ci. 97(Suppl. 2)-e20241271: 3. 2025 [30 May 2025] [epublished],[epublished],"doi:10.1590/0001-3765202520241271 [english] Etymology: the epithet refers to the striking mountainous landscapes (serras) of the Espinhaço Range in Minas Gerais state, Brazil (Serra do Espinhaço Biosphere Reserve).",,,11,serrana,,,f,t,,holotype CESJ 80646;isotype CEN;isotype RB,,,,,Salimena@40452-1@2@aut$P.H.Cardoso@20041207-1@1@aut,,,tax. nov.,,1.2,f,stachytarpheta~serrana,verbenaceaestachytarpheta~serrana~,2072,wfo-1000086368,,species,,,,,Yes,Anais Acad. Brasil. Ci. 97(Suppl. 2)-e20241271: 3 (2025),https://www.ipni.org/n/77365056-1,IPNI Record: 77365056-1
urn:lsid:ipni.org:names:77360350-1,J.F.Morales,,,,,,19(1): 42,,1,,4,,13046,1974,,G.Harling &amp; L.Andersson,,,17/04/2025 13:52,25/11/2025 16:25,"Ecuador (Western South America, Southern America)",,Apocynaceae,Mandevilla hansenii,Mandevilla hansenii,Mandevilla,,f,f,,,,,,,,,,,"Morona-Santiago. Mendez-Bella Union, 700 m",,,,,,,,,,,,,,,,,,328998-2,J. Bot. Res. Inst. Texas,urn:lsid:ipni.org:publications:20007714-1,2025,2025 [10 Mar 2025],[10 Mar 2025],J.F.Morales,spec.,J. Bot. Res. Inst. Texas 19(1): 42. 2025 [10 Mar 2025] [epublished],[epublished],"doi:10.17348/jbrit.v19.i1.1391 [english] Etymology: the specific epithet honours Dr. Bruce F.Hansen (USF), a Neotropical Apocynaceae specialist.",,,11,hansenii,,,f,t,,holotype USF,,,,,J.F.Morales@36896-1@1@aut,,,tax. nov.,,1.3,f,mandevilla~hansenii,apocynaceaemandevilla~hansenii~,2084,wfo-1000086369,,species,,,,,Yes,J. Bot. Res. Inst. Texas 19(1): 42 (2025),https://www.ipni.org/n/77360350-1,IPNI Record: 77360350-1
urn:lsid:ipni.org:names:77372242-1,"Est.Domínguez, S.Mesa, E.Santiago & Hágsater",,,,,,4(1): t. 41,,,,11,,87,2019,,J.D.Saldarriaga,,,20/11/2025 18:11,25/11/2025 16:46,"Colombia (Western South America, Southern America)",,Orchidaceae,Epidendrum scrotiforme,Epidendrum scrotiforme,Epidendrum,,f,f,,,,,,,,,,,"Antioquia: Municipality of Don Matías, Vereda La Piñuela, 'Relleno Sanitario La Pradera', 1200 m",,,,,,,,,,,,,,,,,,326435-2,Sp. Orchid.,urn:lsid:ipni.org:publications:20061572-1,2020,2020 [16 May 2020],[16 May 2020],"Est.Domínguez, S.Mesa, E.Santiago & Hágsater",spec.,"Sp. Orchid. 4(1): t. 41. 2020 [16 May 2020] , Icones Colombianae 4",", Icones Colombianae 4","[english] Etymology: 'From the Latin scrotum, the pouch that supports the testicles, in prominent reference to the shape of the vesicle of the nectary'.",,,11,scrotiforme,,,f,t,,holotype HUA,,,,,Est.Domínguez@20029842-1@1@aut$Hágsater@3553-1@4@aut$E.Santiago@20009091-1@3@aut$S.Mesa@20094571-1@2@aut,,,tax. nov.,,1.4,f,epidendrum~scrotiforme,orchidaceaeepidendrum~scrotiforme~,2086,wfo-1000086370,,species,,,,,Yes,Sp. Orchid. 4(1): t. 41 (2020),https://www.ipni.org/n/77372242-1,IPNI Record: 77372242-1
urn:lsid:ipni.org:names:77372481-1,"You Nong, R.H.Jiang & C.Xiong",,,,,,266: 302,,29,,8,,NY2024082901,2024,,You Nong,,,24/11/2025 15:45,25/11/2025 16:49,"Guangxi (China Southeast, China, Asia-Temperate)",E,Dryopteridaceae,Polystichum oligodontum,Polystichum oligodontum,Polystichum,,f,f,,,,,,,,24,19,36,"Bama County, Jiazhuan Town, Renxiang Village, 533 m",107,6,19,,,,,,N,,,,,,,,,327121-2,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [25 Nov 2025],[25 Nov 2025],"You Nong, R.H.Jiang & C.Xiong",spec.,PhytoKeys 266: 302. 2025 [25 Nov 2025] [epublished],[epublished],"doi:10.3897/phytokeys.266.156701 [english] Etymology: 'The specific epithet is derived from the Latin, oligodontum, meaning 'few teeth', and referring to the number of the teeth on pinna margins'.",,,11,oligodontum,,,f,t,,holotype GXMI GXMI051200;isotype GXMI;isotype IBK;isotype CSH,,,,,C.Xiong@20049165-1@3@aut$You Nong@20067288-1@1@aut$R.H.Jiang@20018694-1@2@aut,,,tax. nov.,,1.3,f,polystichum~oligodontum,dryopteridaceaepolystichum~oligodontum~,2087,wfo-1000086371,,species,,,,,Yes,PhytoKeys 266: 302 (2025),https://www.ipni.org/n/77372481-1,IPNI Record: 77372481-1
urn:lsid:ipni.org:names:77372482-1,"Thwe, M.M.Aung & Nob.Tanaka",,,,,,266: 312,,23,,6,,MY6745,2023,,"Nobuyuki Tanaka, Mu Mu Aung &amp; Phyo Phyo Thwe",,,24/11/2025 15:47,25/11/2025 16:58,"Myanmar (Indo-China, Asia-Tropical)",E,Zingiberaceae,Curcuma glandulosa,Curcuma glandulosa,Curcuma,,f,f,,,,,,,,20,46,10,"Shan State: Taunggyi Bird Sanctuary, Taunggyi Township, Taunggyi District, 1660 m",97,3,22,,,,,,N,,,,,,,,,331178-2,PhytoKeys,urn:lsid:ipni.org:publications:20011997-1,2025,2025 [25 Nov 2025],[25 Nov 2025],"Thwe, M.M.Aung & Nob.Tanaka",spec.,PhytoKeys 266: 312. 2025 [25 Nov 2025] [epublished],[epublished],doi:10.3897/phytokeys.266.163271 [english] Etymology: 'The specific epithet 'glandulosa' refers to its character of densely glandular anther'.,,,11,glandulosa,,,f,t,,holotype TNS;isotype RAF,,,,,M.M.Aung@20032896-1@2@aut$Thwe@20094572-1@1@aut$Nob.Tanaka@39184-1@3@aut,,,tax. nov.,,1.3,f,curcuma~glandulosa,zingiberaceaecurcuma~glandulosa~,2088,wfo-1000086372,,species,,,,,Yes,PhytoKeys 266: 312 (2025),https://www.ipni.org/n/77372482-1,IPNI Record: 77372482-1
urn:lsid:ipni.org:names:77372512-1,(T.M.Barkley) C.F.Keller,Asteraceae Senecio dimorphophyllus  subsp. intermedius T.M.Barkley,(T.M.Barkley),232989-2,,,19(2): 85,,,,,,,,,,,,25/11/2025 17:24,25/11/2025 17:24,,,Asteraceae,Packera intermedia,Packera intermedia,Packera,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298624-2,J. Bot. Res. Inst. Texas,urn:lsid:ipni.org:publications:20007714-1,2025,2025 [23 Jun 2025],[23 Jun 2025],C.F.Keller,spec.,J. Bot. Res. Inst. Texas 19(2): 85. 2025 [23 Jun 2025] [epublished],[epublished],doi:10.17348/jbrit.v19.i2.1399,,,11,intermedia,,,f,t,,,,,,,C.F.Keller@20094573-1@1@aut$T.M.Barkley@480-1@2@bas,,,comb. et stat. nov.,,1.1,f,packera~intermedia,asteraceaepackera~intermedia~,2091,wfo-1000086373,,species,,,,,Yes,J. Bot. Res. Inst. Texas 19(2): 85 (2025),https://www.ipni.org/n/77372512-1,IPNI Record: 77372512-1
urn:lsid:ipni.org:names:77372513-1,Criollo,,,,,,19(2): 90,,18,,10,,5,2024,,D.Criollo,,,25/11/2025 17:39,25/11/2025 17:39,"Ecuador (Western South America, Southern America)",W,Orchidaceae,Pleurothallis puyoensis,Pleurothallis puyoensis,Pleurothallis,,f,f,,,,,,,,1,31,45,"Pastaza: Parroquia Veracruz, San Pablo de Talin, Los Seikes, Tropical premontane rainforest, 750–800 m",77,51,59,,,,,,S,,,,,,,,,325966-2,J. Bot. Res. Inst. Texas,urn:lsid:ipni.org:publications:20007714-1,2025,2025 [23 Jun 2025],[23 Jun 2025],Criollo,spec.,J. Bot. Res. Inst. Texas 19(2): 90. 2025 [23 Jun 2025] [epublished],[epublished],doi:10.17348/jbrit.v19.i2.1400 [english] Etymology: the specific epithet refers to the city of Puyo.,,,11,puyoensis,,,f,t,,holotype GUAY,,,,,Criollo@20094574-1@1@aut,,,tax. nov.,,1.1,f,pleurothallis~puyoensis,orchidaceaepleurothallis~puyoensis~,2092,wfo-1000086374,,species,,,,,Yes,J. Bot. Res. Inst. Texas 19(2): 90 (2025),https://www.ipni.org/n/77372513-1,IPNI Record: 77372513-1
urn:lsid:ipni.org:names:77372514-1,"Cornejo, Wassh. & B.Cohen",,,,,,19(2): 95,,16,,1,,1,2025,,B.Cohen,,,25/11/2025 17:48,25/11/2025 17:48,"Ecuador (Western South America, Southern America)",W,Acanthaceae,Aphelandra bracteopectinata,Aphelandra bracteopectinata,Aphelandra,,f,f,,,,,,,,,18,8,"imbabura: Los Cedros Biological Reserve, Los Cedros river, 1270 m",78,46,52,,,,,,N,,,,,,,,,30000831-2,J. Bot. Res. Inst. Texas,urn:lsid:ipni.org:publications:20007714-1,2025,2025 [23 Jun 2025],[23 Jun 2025],"Cornejo, Wassh. & B.Cohen",spec.,J. Bot. Res. Inst. Texas 19(2): 95. 2025 [23 Jun 2025] [epublished],[epublished],doi:10.17348/jbrit.v19.i2.1401 [english] Etymology: the specific epithet refers to the distinctive pectinate floral bracts that characterize this new species,,,11,bracteopectinata,,,f,t,,holotype GUAY;isotype QCA,,,,,Cornejo@20000142-1@1@aut$B.Cohen@20094575-1@3@aut$Wassh.@11421-1@2@aut,,,tax. nov.,,1.1,f,aphelandra~bracteopectinata,acanthaceaeaphelandra~bracteopectinata~,2093,wfo-1000086375,,species,,,,,Yes,J. Bot. Res. Inst. Texas 19(2): 95 (2025),https://www.ipni.org/n/77372514-1,IPNI Record: 77372514-1
urn:lsid:ipni.org:names:77372215-1,C.M.Taylor,,,,,,33(1): 152,,24,,4,,515,1996,,E.Freire &amp; J.Cerda,,,20/11/2025 14:44,26/11/2025 06:40,"Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);",W,Rubiaceae,Rudgea ceronii,Rudgea ceronii,Rudgea,,f,f,,,,,,,,,53,,"Ecuador, Napo: cantón Archidona, Parque Nacional Sumaco Napo-Galeras, Cordillera de Galeras, Compañia Triton, Bloque 19, línea 30, 1400 m",77,33,,,,,,,N,,,,,,,,,330786-2,Novon,urn:lsid:ipni.org:publications:14256-2,2025,2025 [28 Oct 2025],[28 Oct 2025],C.M.Taylor,spec.,Novon 33(1): 152. 2025 [28 Oct 2025] [epublished],[epublished],"doi:10.3417/2025997 [english] Etymology: name honours Ecuadorian botanist Biól. Carlos Cerón, who made several of the first collections of R. ceronii during his work at the Jatun Sacha Biological Station.",,,11,ceronii,,,f,t,,holotype MO MO-5811994;isotype QCNE,,,,,C.M.Taylor@27568-1@1@aut,,,tax. nov.,,1.2,f,rudgea~ceronii,rubiaceaerudgea~ceronii~,2098,wfo-1000086376,,species,,,,,Yes,Novon 33(1): 152 (2025),https://www.ipni.org/n/77372215-1,IPNI Record: 77372215-1
urn:lsid:ipni.org:names:77372221-1,C.M.Taylor,,,,,,33(1): 154,,24,,2,,9087,1977,,"S. A. Mori, G. T. Prance, R. J. Hill, J. C. Bernardi &amp; D. Shimabukuru",,,20/11/2025 15:00,26/11/2025 06:40,"Amazonas (Brazil North, Brazil, Southern America)",,Rubiaceae,Rudgea enigmatica,Rudgea enigmatica,Rudgea,,f,f,,,,,,,,,,,"Rio Solimões, mouth of Rio Iça",,,,,,,,,,,,,,,,,,330786-2,Novon,urn:lsid:ipni.org:publications:14256-2,2025,2025 [28 Oct 2025],[28 Oct 2025],C.M.Taylor,spec.,Novon 33(1): 154. 2025 [28 Oct 2025] [epublished],[epublished],doi:10.3417/2025997 [english] Etymology: name refers to the difficulty associated with clarifying its genus identity.,,,11,enigmatica,,,f,t,,holotype INPA INPA-67817;isotype US US-2810335; US-2832673,,,,,C.M.Taylor@27568-1@1@aut,,,tax. nov.,,1.2,f,rudgea~enigmatica,rubiaceaerudgea~enigmatica~,2099,wfo-1000086377,,species,,,,,Yes,Novon 33(1): 154 (2025),https://www.ipni.org/n/77372221-1,IPNI Record: 77372221-1
urn:lsid:ipni.org:names:77372222-1,C.M.Taylor,,,,,,33(1): 156,,26,,10,,5261,1984,,C. A. Cid Ferreira et al.,,,20/11/2025 15:27,26/11/2025 06:44,"Bolivia (Western South America, Southern America);Acre (Brazil North, Brazil, Southern America);Amazonas (Brazil North, Brazil, Southern America);Pará (Brazil North, Brazil, Southern America);Rondônia (Brazil North, Brazil, Southern America);",,Rubiaceae,Rudgea hirsuta,Rudgea hirsuta,Rudgea,,f,f,,,,,,,,,,,"Acre/Amazonas border [Acre]: mpio. Canamarí, estrada para Canamarí 18 km de Cruzeiro do Sul",,,,,,,,,,,,,,,,,,330786-2,Novon,urn:lsid:ipni.org:publications:14256-2,2025,2025 [28 Oct 2025],[28 Oct 2025],C.M.Taylor,spec.,Novon 33(1): 156. 2025 [28 Oct 2025] [epublished],[epublished],"doi:10.3417/2025997 [english] Etymology: name refers to the dense, hirsute to hispid or pilose pubescence, which is unusual in Rudgea.",,,11,hirsuta,,,f,t,,holotype INPA INPA-137576;isotype MO MO-04822763,,,,,C.M.Taylor@27568-1@1@aut,,,tax. nov.,,1.2,f,rudgea~hirsuta,rubiaceaerudgea~hirsuta~,2100,wfo-1000086378,,species,,,,,Yes,Novon 33(1): 156 (2025),https://www.ipni.org/n/77372222-1,IPNI Record: 77372222-1
urn:lsid:ipni.org:names:77372490-1,C.M.Taylor,,,,,,33(1): 169,,22,,6,,10801,2003,,"L. R. Landrum, A. Trauth-Nare &amp; E. Gilbert",,,25/11/2025 08:48,26/11/2025 08:14,"Ecuador (Western South America, Southern America)",W,Rubiaceae,Rudgea setosa,Rudgea setosa,Rudgea,,f,f,,,,,,,,1,2,55,"Napo: Cotococha, ca. 1 km W of Venecia & 25 km E of Tena, S side of Napo River, 450 m",77,43,9,,,,,,S,,,,,,,,,330786-2,Novon,urn:lsid:ipni.org:publications:14256-2,2025,2025 [28 Oct 2025],[28 Oct 2025],C.M.Taylor,spec.,Novon 33(1): 169. 2025 [28 Oct 2025] [epublished],[epublished],doi:10.3417/2025997 [english] Etymology: name refers to the distinctive densely fimbriate to setose stipules and bracts.,,,11,setosa,,,f,t,,holotype MO MO-5899490;isotype ASU ASU-248392; ASU-251698,,,,,C.M.Taylor@27568-1@1@aut,,,tax. nov.,,1.2,f,rudgea~setosa,rubiaceaerudgea~setosa~,2102,wfo-1000086379,,species,,,,,Yes,Novon 33(1): 169 (2025),https://www.ipni.org/n/77372490-1,IPNI Record: 77372490-1
