id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,name_pub,IPNIURL,IPNILabel
urn:lsid:ipni.org:names:77372826-1,(Buch.-Ham. ex D.Don) Sameer Patil & V.S.Raju,Saxifragaceae Saxifraga pacumbis Buch.-Ham. ex D.Don,(Buch.-Ham. ex D.Don),794212-1,,,"49(1): 20. tt. 1, 3, 5",,,,,,,,,,,,45994.04189,45994.04299,,,Saxifragaceae,Bergenia ciliata var. pacumbis,Bergenia ciliata var. pacumbis,Bergenia,,f,f,,,,,pacumbis,,,,,,,,,,,,,,,,,,,,,,,,790356-1,J. Econ. Taxon. Bot.,urn:lsid:ipni.org:publications:2407-2,2025,2025 [26 Mar 2025],26 [Mar 2025],Sameer Patil & V.S.Raju,var.,"J. Econ. Taxon. Bot. 49(1): 20. tt. 1, 3, 5. 2025 26 [Mar 2025] ",,doi:10.61080/JETB/V47/i4/2023/171-175,,,11,ciliata,(Haw.) Sternb.,,f,t,,,,,,,Buch.-Ham.@1242-1@3@bas$Sameer Patil@20045621-1@1@aut$V.S.Raju@25254-1@2@aut$D.Don@18136-1@4@basEx,Sternb.@12887-1@1@aut$Haw.@3738-1@2@bas,,comb. et stat. nov.,,1.2,f,bergenia~ciliatapacumbis,saxifragaceaebergenia~ciliatapacumbis,107,wfo-1200116317,,variety,,,,,"J. Econ. Taxon. Bot. 49(1): 20. tt. 1, 3, 5 (2025)",https://www.ipni.org/n/77372826-1,IPNI Record: 77372826-1
urn:lsid:ipni.org:names:77372827-1,"H.B.Ding, Y.X.Gong & X.S.Yan",,,,,,732(1): 47,,13,,8,,D665,2023,,H.B.Ding &amp; Y.X.Gong,,,45994.36414,45994.36414,"Yunnan (China South-Central, China, Asia-Temperate)",,Zingiberaceae,Zingiber edule,Zingiber edule,Zingiber,,f,f,,,,,,,,,,,"Mengla county, Mengla Town, Bubeng Village",,,,,,,,,,,,,,,,,,327297-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Dec 2025],[3 Dec 2025],"H.B.Ding, Y.X.Gong & X.S.Yan",spec.,Phytotaxa 732(1): 47. 2025 [3 Dec 2025] [epublished],[epublished],doi:10.11646/phytotaxa.732.1.4 [english] Etymology: the specific epithet refers to the edible rhizome of this species.,,,11,edule,,,f,t,,holotype HITBC HITBC0122105,,"Holotype material from cultivated plant grown at Yunnan Institute of Tropical Crops, 13 August 2023, H.B.Ding & Y.X.Gong D665",,,X.S.Yan@20094714-1@3@aut$H.B.Ding@20032915-1@1@aut$Y.X.Gong@20055257-1@2@aut,,,tax. nov.,,1.1,f,zingiber~edule,zingiberaceaezingiber~edule~,108,wfo-1000086659,,species,,,,,Phytotaxa 732(1): 47 (2025),https://www.ipni.org/n/77372827-1,IPNI Record: 77372827-1
urn:lsid:ipni.org:names:77372828-1,"Xiong Li, Ying Qin & A.Liu",,,,,,732(1): 77,,10,,9,,GXQY20250910001,2025,,Ying Qin,,,45994.37478,45994.37478,"Guangxi (China Southeast, China, Asia-Temperate)",,Orchidaceae,Gastrodia dayaoshanensis,Gastrodia dayaoshanensis,Gastrodia,,f,f,,,,,,,,,,,"Jinxiu County, Dayaoshan National Nature Reserve, 1555 m",,,,,,,,,,,,,,,,,,29530-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Dec 2025],[3 Dec 2025],"Xiong Li, Ying Qin & A.Liu",spec.,Phytotaxa 732(1): 77. 2025 [3 Dec 2025] [epublished],[epublished],doi:10.11646/phytotaxa.732.1.7 [english] Etymology: the specific epithet refers to the type locality.,,,11,dayaoshanensis,,,f,t,,holotype IBK;isotype IBK,,,,,Ying Qin@20039985-1@2@aut$A.Liu@20046398-1@3@aut$Xiong Li@20045865-1@1@aut,,,tax. nov.,,1.1,f,gastrodia~dayaoshanensis,orchidaceaegastrodia~dayaoshanensis~,109,wfo-1000086660,,species,,,,,Phytotaxa 732(1): 77 (2025),https://www.ipni.org/n/77372828-1,IPNI Record: 77372828-1
urn:lsid:ipni.org:names:77372829-1,"D.Lepcha, Harsh Singh & A.Chettri",,,,,,732(1): 84,,20,,4,,794,2025,,Dharmit Lepcha,,,45994.38034,45995.41692,"Sikkim (East Himalaya, Indian Subcontinent, Asia-Tropical)",E,Primulaceae,Primula lepcha,Primula lepcha,Primula,,f,f,,,,,,,,27,29,39,"North-Sikkim: Naga, Naga Forest Block, 3255 m",88,38,4,,,,,,N,,,,,,,,,30005261-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Dec 2025],[3 Dec 2025],"D.Lepcha, Harsh Singh & A.Chettri",spec.,Phytotaxa 732(1): 84. 2025 [3 Dec 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.732.1.8 [english] Etymology: the specific epithet is named for the original collectors, Rhomoo Lepcha and Ribu Lepcha. The specific epithet also honours the Lepcha community of Sikkim, Eastern Himalaya. The specific epithet is used as a noun in apposition.",,,11,lepcha,,,f,t,,holotype SU;isotype BHSC,,,,,D.Lepcha@20094056-1@1@aut$Harsh Singh@20030091-1@2@aut$A.Chettri@20047143-1@3@aut,,,tax. nov.,,1.2,f,primula~lepcha,primulaceaeprimula~lepcha~,110,wfo-1000086565,,species,,,,,Phytotaxa 732(1): 84 (2025),https://www.ipni.org/n/77372829-1,IPNI Record: 77372829-1
urn:lsid:ipni.org:names:77372830-1,Xiao W.Li & Bo Yang,,,,,,732(1): 93,,18,,7,,NMGHLS-250718124,2025,,Shi  Wenjie,,,45994.38856,45994.38856,"Ningxia (Inner Mongolia, China, Asia-Temperate)",E,Alliaceae,Allium brevipedicellatum,Allium brevipedicellatum,Allium,,f,f,,,,,,,,38,30,5,"Helan Mountain of Inner Mongolia, 2429 m",106,7,52,,,,,,N,,,,,,,,,30000901-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Dec 2025],[3 Dec 2025],Xiao W.Li & Bo Yang,spec.,Phytotaxa 732(1): 93. 2025 [3 Dec 2025] [epublished],[epublished],doi:10.11646/phytotaxa.732.1.9 [english] Etymology: the specific epithet refers to the short length of the pedicels of this species.,,,11,brevipedicellatum,,,f,t,,holotype PE;isotype PE,,,,,Xiao W.Li@20083906-1@1@aut$Bo Yang@20083905-1@2@aut,,,tax. nov.,,1.1,f,allium~brevipedicellatum,alliaceaeallium~brevipedicellatum~,111,wfo-1000086661,,species,,,,,Phytotaxa 732(1): 93 (2025),https://www.ipni.org/n/77372830-1,IPNI Record: 77372830-1
urn:lsid:ipni.org:names:77372831-1,Jalilian & Rastegari,,,,,,732(1): 100,,27,,6,,11142,2025,,Rastegari,,,45994.39806,45994.39806,"Iran (Western Asia, Asia-Temperate)",E,Campanulaceae,Michauxia mormoriana,Michauxia mormoriana,Michauxia,,f,f,,,,,,,,32,47,38,"Ilam province: Kalat, Mormori, Mount Kase Mas, 780 m",47,38,12,,,,,,N,,,,,,,,,331769-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Dec 2025],[3 Dec 2025],Jalilian & Rastegari,spec.,Phytotaxa 732(1): 100. 2025 [3 Dec 2025] [epublished],[epublished],doi:10.11646/phytotaxa.732.1.10 [english] Etymology: the specific epithet is named for the type locality.,,,11,mormoriana,,,f,t,,holotype RANK,,,,,Rastegari@20094715-1@2@aut$Jalilian@20016533-1@1@aut,,,tax. nov.,,1.1,f,michauxia~mormoriana,campanulaceaemichauxia~mormoriana~,112,wfo-1000086662,,species,,,,,Phytotaxa 732(1): 100 (2025),https://www.ipni.org/n/77372831-1,IPNI Record: 77372831-1
urn:lsid:ipni.org:names:77372832-1,"Leme, J.L.Lobo, O.B.C.Ribeiro & Gelli de Faria",,,,,,732(1): 59,,29,,4,,10355,2021,,J.L.Lobo &amp; L.Marques,,,45994.41168,45994.41168,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",W,Bromeliaceae,Hoplocryptanthus serrapiresensis,Hoplocryptanthus serrapiresensis,Hoplocryptanthus,,f,f,,,,,,,,20,26,46,"Congonhas, Serra do Pires",43,51,32,,,,,,S,,,,,,,,,77176532-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [3 Dec 2025],[3 Dec 2025],"Leme, J.L.Lobo, O.B.C.Ribeiro & Gelli de Faria",spec.,Phytotaxa 732(1): 59. 2025 [3 Dec 2025] [epublished],[epublished],doi:10.11646/phytotaxa.732.1.5 [english] Etymology: the specific epithet refers to the type locality.,,,11,serrapiresensis,,,f,t,,holotype RB,,,,,Gelli de Faria@20048731-1@4@aut$O.B.C.Ribeiro@20015766-1@3@aut$J.L.Lobo@20094716-1@2@aut$Leme@22228-1@1@aut,,,tax. nov.,,1.1,f,hoplocryptanthus~serrapiresensis,bromeliaceaehoplocryptanthus~serrapiresensis~,113,wfo-1000086663,,species,,,,,Phytotaxa 732(1): 59 (2025),https://www.ipni.org/n/77372832-1,IPNI Record: 77372832-1
urn:lsid:ipni.org:names:77372833-1,Vaganov & Shmakov,,,,,,28(1): 111,,,,,,,,,,,,45994.48101,45994.48101,,,Pteridaceae,subfam. Onychioideae,subfam. Onychioideae,,,f,f,,,onychioideae,,,,,,,,,,,,,,,,,,,,,,,,,,30001654-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov & Shmakov,subfam.,Turczaninowia 28(1): 111. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Onychium Kaulf. (1820),,,,Vaganov@20017480-1@1@aut$Shmakov@39350-1@2@aut,,,tax. nov.,,1.1,f,pteridaceaeonychioideae,pteridaceae~~~~,114,wfo-4100006351,,subfamily,,,,,Turczaninowia 28(1): 111 (2025),https://www.ipni.org/n/77372833-1,IPNI Record: 77372833-1
urn:lsid:ipni.org:names:77372834-1,Vaganov,,,,,,28(1): 112,,,,,,,,,,,,45994.48436,45994.48436,,,Adiantaceae,Onychium sect. Contigua,Onychium sect. Contigua,Onychium,,f,f,,,,contigua,,,,,,,,,,,,,,,,,,,,,,,,,30027054-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,sect.,Turczaninowia 28(1): 112. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Onychium contiguum (Wall.) C.Hope,,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,onychiumcontigua,adiantaceaeonychiumcontigua~~,115,wfo-1000086664,,section,,,,,Turczaninowia 28(1): 112 (2025),https://www.ipni.org/n/77372834-1,IPNI Record: 77372834-1
urn:lsid:ipni.org:names:77372835-1,Vaganov,,,,,,28(1): 113,,,,,,,,,,,,45994.48656,45994.48656,,,Adiantaceae,Onychium ser. Japonicae,Onychium ser. Japonicae,Onychium,,f,f,,,,japonicae,,,,,,,,,,,,,,,,,,,,,,,,,30027054-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,ser.,Turczaninowia 28(1): 113. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Onychium japonicum (Thunb.) Kunze,,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,onychiumjaponicae,adiantaceaeonychiumjaponicae~~,116,wfo-1000086665,,series,,,,,Turczaninowia 28(1): 113 (2025),https://www.ipni.org/n/77372835-1,IPNI Record: 77372835-1
urn:lsid:ipni.org:names:77372836-1,Vaganov,,,,,,28(1): 114,,,,,,,,,,,,45994.49399,45994.49399,,,Adiantaceae,Onychium ser. Moupinenses,Onychium ser. Moupinenses,Onychium,,f,f,,,,moupinenses,,,,,,,,,,,,,,,,,,,,,,,,,30027054-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,ser.,Turczaninowia 28(1): 114. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Onychium moupinense Ching (1934),,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,onychiummoupinenses,adiantaceaeonychiummoupinenses~~,117,wfo-1000086666,,series,,,,,Turczaninowia 28(1): 114 (2025),https://www.ipni.org/n/77372836-1,IPNI Record: 77372836-1
urn:lsid:ipni.org:names:77372837-1,Vaganov,,,,,,28(1): 114,,,,,,,,,,,,45994.49582,45994.49582,,,Adiantaceae,Onychium ser. Tibeticae,Onychium ser. Tibeticae,Onychium,,f,f,,,,tibeticae,,,,,,,,,,,,,,,,,,,,,,,,,30027054-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,ser.,Turczaninowia 28(1): 114. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Onychium tibeticum Ching & S.K.Wu (1983),,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,onychiumtibeticae,adiantaceaeonychiumtibeticae~~,118,wfo-1000086667,,series,,,,,Turczaninowia 28(1): 114 (2025),https://www.ipni.org/n/77372837-1,IPNI Record: 77372837-1
urn:lsid:ipni.org:names:77372838-1,Vaganov,,,,,,28(1): 115,,,,,,,,,,,,45994.49743,45994.49743,,,Adiantaceae,Syngramma ser. Quinatae,Syngramma ser. Quinatae,Syngramma,,f,f,,,,quinatae,,,,,,,,,,,,,,,,,,,,,,,,,17420480-1,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,ser.,Turczaninowia 28(1): 115. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Syngramma quinata (Hook.) Carruth. (1873),,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,syngrammaquinatae,adiantaceaesyngrammaquinatae~~,119,wfo-1000086668,,series,,,,,Turczaninowia 28(1): 115 (2025),https://www.ipni.org/n/77372838-1,IPNI Record: 77372838-1
urn:lsid:ipni.org:names:77372839-1,Vaganov,,,,,,28(1): 117,,,,,,,,,,,,45994.49969,45994.49969,,,Adiantaceae,Cryptogramma sect. Crispa,Cryptogramma sect. Crispa,Cryptogramma,,f,f,,,,crispa,,,,,,,,,,,,,,,,,,,,,,,,,30008599-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,sect.,Turczaninowia 28(1): 117. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Cryptogramma crispa (L.) R.Br. & Hooker (1842),,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,cryptogrammacrispa,adiantaceaecryptogrammacrispa~~,120,wfo-1200116394,,section,,,,,Turczaninowia 28(1): 117 (2025),https://www.ipni.org/n/77372839-1,IPNI Record: 77372839-1
urn:lsid:ipni.org:names:77372840-1,Vaganov,,,,,,28(1): 118,,,,,,,,,,,,45994.501,45994.501,,,Adiantaceae,Cryptogramma sect. Fumariifoliae,Cryptogramma sect. Fumariifoliae,Cryptogramma,,f,f,,,,fumariifoliae,,,,,,,,,,,,,,,,,,,,,,,,,30008599-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],Vaganov,sect.,Turczaninowia 28(1): 118. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.13 [english],,,8,,,,f,t,,,Cryptogramma fumariifolia (Phil. ex Baker) Christ (1910),,,,Vaganov@20017480-1@1@aut,,,tax. nov.,,1.1,f,cryptogrammafumariifoliae,adiantaceaecryptogrammafumariifoliae~~,121,wfo-1000086669,,section,,,,,Turczaninowia 28(1): 118 (2025),https://www.ipni.org/n/77372840-1,IPNI Record: 77372840-1
urn:lsid:ipni.org:names:77372841-1,(O.E.Schulz) D.A.German,Brassicaceae Draba cossonii O.E.Schulz,(O.E.Schulz),282513-1,,,28(1): 204,,,,,,,,,,,,45994.52267,45994.65163,,,Brassicaceae,Helicodraba cossonii,Helicodraba cossonii,Helicodraba,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77359501-1,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],D.A.German,spec.,Turczaninowia 28(1): 204. 2025 [31 Mar 2025] [epublished],[epublished],"doi:10.14258/turczaninowia.28.1.20 See Note 4, p. 204 and Art. 36.3 ICN (2025) re. alternative names (in this case the authors differ).",,,11,cossonii,,,f,t,,,,,,,O.E.Schulz@9311-1@2@bas$D.A.German@39758-1@1@aut,,,comb. nov.,,1.3,f,helicodraba~cossonii,brassicaceaehelicodraba~cossonii~,122,wfo-1200115970,,species,,,,,Turczaninowia 28(1): 204 (2025),https://www.ipni.org/n/77372841-1,IPNI Record: 77372841-1
urn:lsid:ipni.org:names:77372843-1,(O.E.Schulz) Maire,Brassicaceae Draba cossonii O.E.Schulz,(O.E.Schulz),282513-1,,,19: 31,,,,,,,,,,,,45994.57955,45994.58049,,,Brassicaceae,Draba hederifolia subsp. cossonii,Draba hederifolia subsp. cossonii,Draba,,f,f,,,,,cossonii,,,,,,,,,,,,,,,,,,,,,,,,282645-1,Bull. Soc. Hist. Nat. Afrique N.,urn:lsid:ipni.org:publications:582-2,1928,1928,,Maire,subsp.,"Bull. Soc. Hist. Nat. Afrique N. 19: 31. 1928 , as 'Cossoniana'",", as 'Cossoniana'",,,,11,hederifolia,Coss.,,f,t,,,,,,,O.E.Schulz@9311-1@2@bas$Maire@6001-1@1@aut,Coss.@17452-1@1@aut,,comb. et stat. nov.,,1.2,f,draba~hederifoliacossonii,brassicaceaedraba~hederifoliacossonii,123,wfo-0001038472,,subspecies,,,,,Bull. Soc. Hist. Nat. Afrique N. 19: 31 (1928),https://www.ipni.org/n/77372843-1,IPNI Record: 77372843-1
urn:lsid:ipni.org:names:77372945-1,(O.E.Schulz) M.Koch,Brassicaceae Draba cossonii O.E.Schulz,(O.E.Schulz),282513-1,,,28(1): 204,,,,,,,,,,,,45994.64799,45994.65206,,,Brassicaceae,Helicodraba hederifolia subsp. cossonii,Helicodraba hederifolia subsp. cossonii,Helicodraba,,f,f,,,,,cossonii,,,,,,,,,,Incorrect basionym cited but valid under Art. 41.8c. ICN (2025).,,,,,,,,,,,,,,77359618-1,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],M.Koch,subsp.,"Turczaninowia 28(1): 204. 2025 [31 Mar 2025] , as 'cossoniana' [epublished]",", as 'cossoniana' [epublished]","doi:10.14258/turczaninowia.28.1.20 Basionym as 'Draba hederifolia subsp. cossoniana Maire, 1928, Bull. Soc. Hist. Nat. Afrique N. 19: 31'. See Note 4, p. 204 and Art. 36.3 ICN (2025) re. alternative names (in this case the authors differ).",,,12,hederifolia,(Coss.) D.A.German & M.Koch,,f,t,,,,,,,M.Koch@38572-1@1@aut$O.E.Schulz@9311-1@2@bas,M.Koch@38572-1@2@aut$Coss.@17452-1@3@bas$D.A.German@39758-1@1@aut,,comb. et stat. nov.,,1.2,f,helicodraba~hederifoliacossonii,brassicaceaehelicodraba~hederifoliacossonii,124,wfo-1200116318,,subspecies,,,,,Turczaninowia 28(1): 204 (2025),https://www.ipni.org/n/77372945-1,IPNI Record: 77372945-1
urn:lsid:ipni.org:names:77372946-1,(A.DC.) Engelm. ex Sarg.,Fagaceae Quercus rubra L. var. runcinata A.DC.,(A.DC.),216354-2,,,243,,,,,,,,,,,,45994.65154,45994.65154,,,Fagaceae,Quercus × runcinata,Quercus × runcinata,Quercus,,t,f,"296296-1,1065260-2",(Quercus imbricaria Michx. × Quercus borealis F.Michx. var. maxima (Marshall) Sarg.),,,,,,,,,,,,,,,,,,,,,,,,,,,325819-2,"Man. Trees, ed. 2.",urn:lsid:ipni.org:publications:15919-2,1922,1922,,Engelm. ex Sarg.,spec.,"Man. Trees, ed. 2. 243. 1922 ",,,,,11,runcinata,,,f,t,,,,,,,A.DC.@2064-1@3@bas$Sarg.@8917-1@2@autEx$Engelm.@18505-1@1@aut,,,comb. et stat. nov.,296709-1,1.1,f,quercus~runcinata,fagaceaequercus~runcinata~,125,wfo-1200116395,,species,,,,,"Man. Trees, ed. 2. 243 (1922)",https://www.ipni.org/n/77372946-1,IPNI Record: 77372946-1
urn:lsid:ipni.org:names:77372947-1,(Bomble) D.A.German & M.Koch,Brassicaceae Draba droserifolia Bomble,(Bomble),77215106-1,,,28(1): 204,,,,,,,,,,,,45994.66362,45994.66362,,,Brassicaceae,Erophila droserifolia,Erophila droserifolia,Erophila,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331597-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],D.A.German & M.Koch,spec.,Turczaninowia 28(1): 204. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.20,,,11,droserifolia,,,f,t,,,,,,,D.A.German@39758-1@1@aut$Bomble@38759-1@3@bas$M.Koch@38572-1@2@aut,,,comb. nov.,,1.1,f,erophila~droserifolia,brassicaceaeerophila~droserifolia~,126,wfo-1000086485,,species,,,,,Turczaninowia 28(1): 204 (2025),https://www.ipni.org/n/77372947-1,IPNI Record: 77372947-1
urn:lsid:ipni.org:names:77372948-1,(Bomble) D.A.German & M.Koch,Brassicaceae Draba glauca Bomble,(Bomble),77215107-1,,,28(1): 204,,,,,,,,,,,,45994.66488,45994.66488,,,Brassicaceae,Erophila glauca,Erophila glauca,Erophila,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331597-2,Turczaninowia,urn:lsid:ipni.org:publications:19004-2,2025,2025 [31 Mar 2025],[31 Mar 2025],D.A.German & M.Koch,spec.,Turczaninowia 28(1): 204. 2025 [31 Mar 2025] [epublished],[epublished],doi:10.14258/turczaninowia.28.1.20,,,11,glauca,,,f,t,,,,,,,Bomble@38759-1@3@bas$M.Koch@38572-1@2@aut$D.A.German@39758-1@1@aut,,,comb. nov.,,1.1,f,erophila~glauca,brassicaceaeerophila~glauca~,127,wfo-1000086486,,species,,,,,Turczaninowia 28(1): 204 (2025),https://www.ipni.org/n/77372948-1,IPNI Record: 77372948-1
urn:lsid:ipni.org:names:77372949-1,(hort.) J.C.David,Malvaceae Abutilon × milleri hort.,(hort.),558374-1,,,7(4): 58,,,,,,,,,,,,45994.66977,45994.67604,,,Malvaceae,Callianthe × milleri,Callianthe × milleri,Callianthe,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77130187-1,Pl. Rev.,urn:lsid:ipni.org:publications:20026899-1,2025,2025 [Dec 2025],[Dec 2025],J.C.David,spec.,Pl. Rev. 7(4): 58. 2025 [Dec 2025] ,,,,,11,milleri,,,f,t,,,,,,,hort.@35691-1@2@bas$J.C.David@17725-1@1@aut,,,comb. nov.,,1.2,f,callianthe~milleri,malvaceaecallianthe~milleri~,128,wfo-1000086670,,species,,,,,Pl. Rev. 7(4): 58 (2025),https://www.ipni.org/n/77372949-1,IPNI Record: 77372949-1
urn:lsid:ipni.org:names:77372950-1,Teillier & J.Macaya,,,,,,76(1): 44,,15,,11,,8188,2016,,"S.Teillier, J.Macaya, P.Novoa &amp; O.Fernández",,,45994.71226,45999.60892,"Coquimbo (Chile Central, Southern South America, Southern America)",W,Polygonaceae,Chorizanthe limariensis,Chorizanthe limariensis,Chorizanthe,,f,f,,,,,,,,30,47,22,"Prov. Limarí, camino a la desembocadura del río Limarí, 230 m",71,37,48,,,,,,S,,,,,,,,,329609-2,"Gayana, Bot.",urn:lsid:ipni.org:publications:2241-2,2019,2019 [30 Jun 2019],[30 Jun 2019],Teillier & J.Macaya,spec.,"Gayana, Bot. 76(1): 44. 2019 [30 Jun 2019] [epublished]",[epublished],doi:10.4067/S0717-66432019000100034 [english],,,11,limariensis,,,f,t,,holotype CONC;isotype SGO;isotype JBN,,,,,J.Macaya@20033823-1@2@aut$Teillier@36158-1@1@aut,,,tax. nov.,,1.4,f,chorizanthe~limariensis,polygonaceaechorizanthe~limariensis~,129,wfo-1000086671,,species,,,,,"Gayana, Bot. 76(1): 44 (2019)",https://www.ipni.org/n/77372950-1,IPNI Record: 77372950-1
