id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym
urn:lsid:ipni.org:names:77369913-1,Wad.Khan & Sardesai,,,,,,8(1): 9,,,,,,4277,,,W.Khan,,,01/10/2025 07:42,01/10/2025 13:41,"Maharashtra (India, Indian Subcontinent, Asia-Tropical);Andhra Pradesh (India, Indian Subcontinent, Asia-Tropical);",,Cyperaceae,Eleocharis geniculata var. kundalica,Eleocharis geniculata var. kundalica,Eleocharis,,f,f,,,,,kundalica,,,,,,"Maharashtra, Beed District, Wadwani, Kundalica Dam",,,,,,,,,,,,,,,,,,1029981-2,Bioinfolet,urn:lsid:ipni.org:publications:20011118-2,2011,2011 [Mar 2011],[Mar 2011],Wad.Khan & Sardesai,var.,Bioinfolet 8(1): 9. 2011 [Mar 2011] ,,Etymology: named after locality.,,,11,geniculata,(L.) Roem. & Schult.,,f,t,,holotype CAL;isotype BAMU;isotype HCMCM,,,,,Sardesai@38647-1@2@aut$Wad.Khan@28482-1@1@aut,Roem.@8503-1@1@aut$L.@12653-1@3@bas$Schult.@9288-1@2@aut,,tax. nov.,,1.4,f,eleocharis~geniculatakundalica,cyperaceaeeleocharis~geniculatakundalica,1,wfo-1200114920,,,,,,
urn:lsid:ipni.org:names:77369914-1,Rojas-Fern. & Marcelo-Peña,,,,,,720(2): 180,,21,,3,,202,2025,,"M.A.Rojas-Fernandez, M.F.Orihuela-Aranda, D.J.Santacruz-Díaz &amp; Y.Peña-Guerrero",,,01/10/2025 09:29,03/10/2025 12:49,"Peru (Western South America, Southern America)",,Bromeliaceae,Guzmania sanluisensis,Guzmania sanluisensis,Guzmania,,f,f,,,,,,,,,,,"Cajamarca: Prov. Jaén. San Luis locality, 2390 m",,,,,,,,,,,,,,,,,,326846-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [30 Sep 2025],[30 Sep 2025],Rojas-Fern. & Marcelo-Peña,spec.,Phytotaxa 720(2): 180. 2025 [30 Sep 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.720.2.9 [english] Etymology: 'The specific epithet refers to San Luis del Nuevo Retiro, where the species was discovered.'",,,11,sanluisensis,,,f,t,,holotype ISV,,,,,Marcelo-Peña@20017614-1@2@aut$Rojas-Fernandez@20093007-1@1@aut,,,tax. nov.,,1.3,f,guzmania~sanluisensis,bromeliaceaeguzmania~sanluisensis~,2,wfo-1000085159,,,,,,
urn:lsid:ipni.org:names:77369915-1,Wad.Khan & Lakshmin.,,,,,,8(1): 5,,,,,,5490,,,D.P.Chavan,,,01/10/2025 13:46,07/10/2025 08:57,"Andhra Pradesh (India, Indian Subcontinent, Asia-Tropical);Kerala (India, Indian Subcontinent, Asia-Tropical);",,Cyperaceae,Eleocharis zatei,Eleocharis zatei,Eleocharis,,f,f,,,,,,,,,,,"Kerala State, Kozikode Dist; Meppayyur (proper)",,,,,,,,,,,,,,,,,,30003459-2,Bioinfolet,urn:lsid:ipni.org:publications:20011118-2,2011,2011 [Mar 2011],[Mar 2011],Wad.Khan & Lakshmin.,spec.,Bioinfolet 8(1): 5. 2011 [Mar 2011] ,,"Etymology: named after Dr. B. R. Zate, (Principal, Shivaji College Parbhani, Maharashtra) for his contributions in the field of taxonomy.",,,11,zatei,,,f,t,,holotype CAL;isotype BAMU;isotype HCMCM,,,,,Lakshmin.@21985-1@2@aut$Wad.Khan@28482-1@1@aut,,,tax. nov.,,1.2,f,eleocharis~zatei,cyperaceaeeleocharis~zatei~,3,wfo-1000085178,,,,,,
urn:lsid:ipni.org:names:77369916-1,R.I.Shaikh & R.D.Taur,,,,,,8(1): 7,,,,,,4429,,,W.Khan,,,01/10/2025 13:50,01/10/2025 13:50,"Maharashtra (India, Indian Subcontinent, Asia-Tropical)",,Cyperaceae,Eleocharis atropurpurea var. vengurlaensis,Eleocharis atropurpurea var. vengurlaensis,Eleocharis,,f,f,,,,,vengurlaensis,,,,,,"Sindhudurg Dist. Sawantwadi, Vengurla",,,,,,,,,,,,,,,,,,306687-1,Bioinfolet,urn:lsid:ipni.org:publications:20011118-2,2011,2011 [Mar 2011],[Mar 2011],R.I.Shaikh & R.D.Taur,var.,Bioinfolet 8(1): 7. 2011 [Mar 2011] ,,Etymology: named after the locality.,,,11,atropurpurea,(Retz.) J.Presl & C.Presl,,f,t,,holotype HCMCM;isotype HCMCM,,,,,R.D.Taur@20027241-1@2@aut$R.I.Shaikh@20027242-1@1@aut,Retz.@8305-1@3@bas$J.Presl@7947-1@1@aut$C.Presl@25074-1@2@aut,,tax. nov.,,1.1,f,eleocharis~atropurpureavengurlaensis,cyperaceaeeleocharis~atropurpureavengurlaensis,4,wfo-1200114921,,,,,,
urn:lsid:ipni.org:names:77369917-1,(Martelli) Hoogland,Dilleniaceae Tetracera moluccana Martelli,(Martelli),317447-1,,,4: 145,,,,,,,,,,,,01/10/2025 20:46,01/10/2025 20:46,,,Dilleniaceae,Tetracera nordtiana var. moluccana,Tetracera nordtiana var. moluccana,Tetracera,,f,f,,,,,moluccana,,,,,,,,,,,,,,,,,,,,,,,,317452-1,"Fl. Males., Ser. 1, Spermat.",urn:lsid:ipni.org:publications:2168-2,1951,1951,,Hoogland,var.,"Fl. Males., Ser. 1, Spermat. 4: 145. 1951 ",,,,,11,nordtiana,F.Muell.,,f,t,,,,,,,Hoogland@4083-1@1@aut$Martelli@22941-1@2@bas,F.Muell.@6732-1@1@aut,,comb. et stat. nov.,,1.1,f,tetracera~nordtianamoluccana,dilleniaceaetetracera~nordtianamoluccana,5,wfo-0001386481,,,,,,
urn:lsid:ipni.org:names:77369918-1,(F.Muell.) Hoogland,Dilleniaceae Tetracera wuthiana F.Muell.,(F.Muell.),317515-1,,,4: 145,,,,,,,,,,,,01/10/2025 20:51,01/10/2025 20:51,,,Dilleniaceae,Tetracera nordtiana var. wuthiana,Tetracera nordtiana var. wuthiana,Tetracera,,f,f,,,,,wuthiana,,,,,,,,,,,,,,,,,,,,,,,,317452-1,"Fl. Males., Ser. 1, Spermat.",urn:lsid:ipni.org:publications:2168-2,1951,1951,,Hoogland,var.,"Fl. Males., Ser. 1, Spermat. 4: 145. 1951 ",,,,85483-3,11,nordtiana,F.Muell.,,f,t,,,,,,,Hoogland@4083-1@1@aut$F.Muell.@6732-1@2@bas,F.Muell.@6732-1@1@aut,,comb. et stat. nov.,,1.1,f,tetracera~nordtianawuthiana,dilleniaceaetetracera~nordtianawuthiana,6,wfo-0001386491,,,,,,
urn:lsid:ipni.org:names:77369919-1,Hoogland,,,,,,4: 145,,,,,,,,,,,,01/10/2025 21:02,01/10/2025 21:02,,,Dilleniaceae,Tetracera nordtiana var. louisiadica,Tetracera nordtiana var. louisiadica,Tetracera,,f,f,,,,,louisiadica,,,,,,,,,,nom. inval.    Latin description or diagnosis lacking,,nom. inval.,,,,,,,,,,,,317452-1,"Fl. Males., Ser. 1, Spermat.",urn:lsid:ipni.org:publications:2168-2,1951,1951,,Hoogland,var.,"Fl. Males., Ser. 1, Spermat. 4: 145. 1951 ",,,,,9,nordtiana,F.Muell.,,f,t,,,,,,,Hoogland@4083-1@1@aut,F.Muell.@6732-1@1@aut,,tax. nov.,,1.1,f,tetracera~nordtianalouisiadica,dilleniaceaetetracera~nordtianalouisiadica,7,wfo-1200011772,,,,,,
urn:lsid:ipni.org:names:77369920-1,Hoogland,,,,,,4: 146,,,,,,,,,,,,01/10/2025 21:04,01/10/2025 21:04,,,Dilleniaceae,Tetracera nordtiana var. celebica,Tetracera nordtiana var. celebica,Tetracera,,f,f,,,,,celebica,,,,,,,,,,nom. inval.    Latin description or diagnosis lacking,,nom. inval.,,,,,,,,,,,,317452-1,"Fl. Males., Ser. 1, Spermat.",urn:lsid:ipni.org:publications:2168-2,1951,1951,,Hoogland,var.,"Fl. Males., Ser. 1, Spermat. 4: 146. 1951 ",,,,,9,nordtiana,F.Muell.,,f,t,,,,,,,Hoogland@4083-1@1@aut,F.Muell.@6732-1@1@aut,,tax. nov.,,1.1,f,tetracera~nordtianacelebica,dilleniaceaetetracera~nordtianacelebica,8,wfo-1200011765,,,,,,
urn:lsid:ipni.org:names:77369921-1,Nadruz,,,,,,73: 40,,16,,3,,3454,2017,,C.N.Fraga,,,01/10/2025 21:20,02/10/2025 07:49,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",,Araceae,Anthurium theofiloanum,Anthurium theofiloanum,Anthurium,,f,f,,,,,,,,,,,"Município de Santa Maria Madalena, Santo Antonio do Imbé",,,,,,,,,,,,,,,,,,329747-2,"Pesquisas, Bot.",urn:lsid:ipni.org:publications:771-2,2019,2019,,Nadruz,spec.,"Pesquisas, Bot. 73: 40. 2019 ",,"[english] Etymology: named in honour of botanist Rodrigo Theofilo Valadares, a specialist in Araceae, who has contributed to the knowledge of the group and especially the genus Anthurium.",,,11,theofiloanum,,,f,t,,holotype RB 684403,,,,,Nadruz@38531-1@1@aut,,,tax. nov.,,1.3,f,anthurium~theofiloanum,araceaeanthurium~theofiloanum~,9,wfo-1000085145,,,,,,
urn:lsid:ipni.org:names:77369923-1,"Ocupa, L.Valenz. & Mark Wilson",,,,,,720(3): 196,,22,,10,,890,2003,,J.Perea et al.,,,02/10/2025 09:30,03/10/2025 15:05,"Peru (Western South America, Southern America)",,Orchidaceae,Pleurothallis yanesha,Pleurothallis yanesha,Pleurothallis,,f,f,,,,,,,,,,,"Pasco: Oxapampa, Huancabamba, Lanturachi, sector Santa Barbara, alrededor del campamento a Milpo, antiguo camino a Santa Bárbara, 3000 m",,,,,,,,,,,,,,,,,,325966-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [2 Oct 2025],[2 Oct 2025],"Ocupa, L.Valenz. & Mark Wilson",spec.,Phytotaxa 720(3): 196. 2025 [2 Oct 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.720.3.1 [english] Etymology: The specific epithet is named in honour of the Yánesha indigenous people, an ethnic group that inhabits the Pichis and Palcazú river basins in the Oxapampa-Asháninka-Yánesha Biosphere Reserve (BIOAY).",,,11,yanesha,,,f,t,,holotype HOXA 07282,,,,,Mark Wilson@20019181-2@3@aut$Ocupa@20046955-1@1@aut$L.Valenz.@20009317-2@2@aut,,,tax. nov.,,1.2,f,pleurothallis~yanesha,orchidaceaepleurothallis~yanesha~,10,wfo-1000085164,,,,,,
urn:lsid:ipni.org:names:77369924-1,(J.M.H.Shaw) Mark Wilson & Ocupa,Orchidaceae Stelis deuterowerneri J.M.H.Shaw,(J.M.H.Shaw),77144051-1,,,720(3): 205,,,,,,,,,,,,02/10/2025 09:50,03/10/2025 18:29,,,Orchidaceae,Pleurothallis deuterowerneri,Pleurothallis deuterowerneri,Pleurothallis,,f,f,,,,,,,77155861-1,,,,,,,,nom. illeg. later homonym,,nom. illeg.,,,,,,,,,,,,325966-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [2 Oct 2025],[2 Oct 2025],Mark Wilson & Ocupa,spec.,"Phytotaxa 720(3): 205. 2025 [2 Oct 2025] , as 'deuteowerneri' [epublished]",", as 'deuteowerneri' [epublished]",doi:10.11646/phytotaxa.720.3.1,,,13,deuterowerneri,,,f,t,,,,,,,J.M.H.Shaw@37303-1@3@bas$Mark Wilson@20019181-2@1@aut$Ocupa@20046955-1@2@aut,,,comb. nov.,,1.3,f,pleurothallis~deuterowerneri,orchidaceaepleurothallis~deuterowerneri~,11,wfo-1000085670,,,,,,
urn:lsid:ipni.org:names:77369925-1,Less.,,,,,,6: 153,,,,,,,,,,,,02/10/2025 10:04,02/10/2025 14:36,,,Asteraceae,subtrib. Ecliptinae,subtrib. Ecliptinae,,,f,f,,,ecliptinae,,,,,,,,,,,,,,,,,,,,,,,,,,319342-2,Linnaea,urn:lsid:ipni.org:publications:703-2,1831,1831,,Less.,subtrib.,Linnaea 6: 153. 1831 ,,,,,8,,,,f,t,,,,,,,Less.@22263-1@1@aut,,,tax. nov.,,1.3,f,asteraceaeecliptinae,asteraceae~~~~,12,wfo-4100001302,,,,,,
urn:lsid:ipni.org:names:77369926-1,J.T.Yang & X.J.He,,,,,,720(3): 220,,6,,9,,yit20170906-01,2017,,,,,02/10/2025 10:45,03/10/2025 14:14,"Beijing (China North-Central, China, Asia-Temperate)",E,Alliaceae,Allium peikingense,Allium peikingense,Allium,,f,f,,,,,,,,39,40,,"Beijing Municipality, Shangfangshan Mountain, 523 m",115,49,,,,,,,N,,,,,,,,,30000901-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [2 Oct 2025],[2 Oct 2025],J.T.Yang & X.J.He,spec.,Phytotaxa 720(3): 220. 2025 [2 Oct 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.720.3.2 [english] Etymology: 'The specific epithet refers to the type locality of this new species in Beijing, China. The species is named after the city where it was discovered.' Note: Possibly confusingly similar to Allium pekinense Prokh. in Trudy Prikl. Bot. 24: 181 (1931)?",,,11,peikingense,,,f,t,,holotype SZ SZAP001;isotype SZ SZAP002-SZAP0024,,,,,J.T.Yang@20093040-1@1@aut$X.J.He@36324-1@2@aut,,,tax. nov.,,1.3,f,allium~peikingense,alliaceaeallium~peikingense~,13,wfo-1000085161,,,,,,
urn:lsid:ipni.org:names:77369927-1,"Vik.Kumar, Kirschner & Štěpánek",,,,,,720(3): 268,,1,,8,,20889,2023,,Vikas Kumar,,,02/10/2025 11:53,03/10/2025 14:20,"Arunachal Pradesh (East Himalaya, Indian Subcontinent, Asia-Tropical)",,Asteraceae,Taraxacum diluculorum,Taraxacum diluculorum,Taraxacum,,f,f,,,,,,,,,,,"Tawang District, Chuna Mago, c. 4000 m",,,,,,,,,,,,,,,,,,328762-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [2 Oct 2025],[2 Oct 2025],"Vik.Kumar, Kirschner & Štěpánek",spec.,Phytotaxa 720(3): 268. 2025 [2 Oct 2025] [epublished],[epublished],doi:10.11646/phytotaxa.720.3.6 Etymology: 'the latin specific epithet 'diluculum' meaning 'dawn' or 'daybreak' is in connection with the meaning of Arunachal (Dawn-Lit Mountain)'.,,,11,diluculorum,,,f,t,,holotype PLP;isotype PLP;isotype BSD,,,,,Štěpánek@27186-1@3@aut$Kirschner@21458-1@2@aut$Vik.Kumar@20027698-1@1@aut,,,tax. nov.,,1.2,f,taraxacum~diluculorum,asteraceaetaraxacum~diluculorum~,14,wfo-1000085162,,,,,,
urn:lsid:ipni.org:names:77369928-1,"D.Santos, Saka & Loiola",,,,,,720(3): 290,,7,,4,,870,2024,,F.D.Santos,,,02/10/2025 12:10,03/10/2025 14:23,"Ceará (Brazil Northeast, Brazil, Southern America)",W,Marantaceae,Goeppertia albobracteata,Goeppertia albobracteata,Goeppertia,,f,f,,,,,,,,3,34,35,"Itapipoca, Serra de Itacoatiara, trilha para a Pedra de Itacoatiara, 813 m",39,35,7,,,,,,S,,,,,,,,,30215678-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [2 Oct 2025],[2 Oct 2025],"D.Santos, Saka & Loiola",spec.,Phytotaxa 720(3): 290. 2025 [2 Oct 2025] [epublished],[epublished],doi:10.11646/phytotaxa.720.3.9 [english] Etymology: 'The specific epithet refers to the white spathes along the synflorescence.',,,11,albobracteata,,,f,t,,holotype EAC;isotype SETE;isotype NY,,,,,Saka@20026488-1@2@aut$D.Santos@20045090-1@1@aut$Loiola@20014699-1@3@aut,,,tax. nov.,,1.2,f,goeppertia~albobracteata,marantaceaegoeppertia~albobracteata~,15,wfo-1000085163,,,,,,
urn:lsid:ipni.org:names:77369929-1,Grinage,,,,,,69(3): 131,,,,,,900,,,Goldman,,,02/10/2025 14:49,02/10/2025 14:49,"Nuevo León (Mexico Northeast, Mexico, Northern America);Tamaulipas (Mexico Northeast, Mexico, Northern America);",,Arecaceae,Sabal tamaulipensis,Sabal tamaulipensis,Sabal,,f,f,,,,,,,,,,,"Nuevo León: 26 km west of Linares, along Mexican Route 60",,,,,,,,,,,,,,,,,,30006988-2,Palms (1999+),urn:lsid:ipni.org:publications:18729-2,2025,2025,,Grinage,spec.,Palms (1999+) 69(3): 131. 2025 ,,"[english] Etymology: 'The name refers to one of the Mexican states (Tamaulipas, Mexico), to which the species is native'.",,,11,tamaulipensis,,,f,t,,holotype MEXU,,,,,Grinage@20093077-1@1@aut,,,tax. nov.,,1.1,f,sabal~tamaulipensis,arecaceaesabal~tamaulipensis~,16,wfo-1000085146,,,,,,
urn:lsid:ipni.org:names:77369930-1,Barrington & A.R.Sm.,,,,,,115(3): 180,,,,,,1273,,,Barrington,,,02/10/2025 17:49,03/10/2025 13:01,"Venezuela (Northern South America, Southern America);Costa Rica (Central America, Southern America);Peru (Western South America, Southern America);Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);Bolivia (Western South America, Southern America);",,Dryopteridaceae,Polystichum peregrinum,Polystichum peregrinum,Polystichum,,f,f,,,,,,,,,,,"Costa Rica: San José: summit of Cerro de la Muerte, upper slopes south of towers, c. 3400 m",,,,,,,,,,,,,,,,,,327121-2,Amer. Fern J.,urn:lsid:ipni.org:publications:1714-2,2025,2025 [27 Aug 2025],[27 Aug 2025],Barrington & A.R.Sm.,spec.,Amer. Fern J. 115(3): 180. 2025 [27 Aug 2025] [epublished],[epublished],doi:10.1640/0002-8444-115.3.178 [english] Etymology: The specific epithet 'peregrinus' (literally meaning 'foreign' or figuratively 'migrating') refers to the disjunct range of this species.,,,11,peregrinum,,,f,t,,holotype VT 201101,,,,,Barrington@14597-1@1@aut$A.R.Sm.@9771-1@2@aut,,,tax. nov.,,1.2,f,polystichum~peregrinum,dryopteridaceaepolystichum~peregrinum~,17,wfo-1000085160,,,,,,
urn:lsid:ipni.org:names:77369931-1,DC.,,,,,,5: 640,,,,,,,,,,,,02/10/2025 18:11,02/10/2025 18:11,,,Asteraceae,Dysodia sect. Boebera,Dysodia sect. Boebera,Dysodia,,f,f,,,,boebera,,,,,,,,,,,,,,,,,,,,,,,,,60440475-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,sect.,Prodr. [A. P. de Candolle] 5: 640. 1836 ,,,30262327-2,,9,,,,f,t,,,,,,,DC.@16855-1@1@aut,,,nom. et stat. nov.,,1.1,f,dysodiaboebera,asteraceaedysodiaboebera~~,18,wfo-1000085151,,,,,,
urn:lsid:ipni.org:names:77369932-1,DC.,,,,,,5: 640,,,,,,,,,,,,02/10/2025 18:15,02/10/2025 18:15,,,Asteraceae,Dysodia sect. Boeberoides,Dysodia sect. Boeberoides,Dysodia,,f,f,,,,boeberoides,,,,,,,,,,,,,,,,,,,,,,,,,60440475-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,sect.,Prodr. [A. P. de Candolle] 5: 640. 1836 ,,,,,8,,,,f,t,,,Dysodia grandiflora DC.,,,,DC.@16855-1@1@aut,,,tax. nov.,,1.1,f,dysodiaboeberoides,asteraceaedysodiaboeberoides~~,19,wfo-1000085152,,,,,,
urn:lsid:ipni.org:names:77369933-1,DC.,,,,,,5: 640,,,,,,,,,,,,02/10/2025 18:19,02/10/2025 18:19,,,Asteraceae,Boebera grandiflora,Boebera grandiflora,Boebera,,f,f,,,,,,,,,,,,,,,pro syn.    of Dysodia grandiflora DC. [Protologue shows 'Boebera grandiflora ic. fl. mex. ined. t. 635'],,pro syn.,,,,,,,,,,,,30262327-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,spec.,Prodr. [A. P. de Candolle] 5: 640. 1836 ,,,,,9,grandiflora,,,f,t,,,,,,,DC.@16855-1@1@aut,,,tax. nov.,,1.1,f,boebera~grandiflora,asteraceaeboebera~grandiflora~,20,wfo-0000086369,,,,,,
urn:lsid:ipni.org:names:77369934-1,DC.,,,,,,5: 641,,,,,,,,,,,,02/10/2025 18:37,02/10/2025 18:37,,,Asteraceae,Dysodia sect. Gymnolaena,Dysodia sect. Gymnolaena,Dysodia,,f,f,,,,gymnolaena,,,,,,,,,,,,,,,,,,,,,,,,,60440475-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,sect.,Prodr. [A. P. de Candolle] 5: 641. 1836 ,,,,,8,,,,f,t,,,D. serratifolia DC.,,,,DC.@16855-1@1@aut,,,tax. nov.,,1.1,f,dysodiagymnolaena,asteraceaedysodiagymnolaena~~,21,wfo-1000085153,,,,,,
urn:lsid:ipni.org:names:77369935-1,DC.,,,,,,5: 641,,,,,,,,,,,,02/10/2025 18:39,02/10/2025 18:39,,,Asteraceae,Dysodia sect. Aciphyllaea,Dysodia sect. Aciphyllaea,Dysodia,,f,f,,,,aciphyllaea,,,,,,,,,,,,,,,,,,,,,,,,,60440475-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,sect.,Prodr. [A. P. de Candolle] 5: 641. 1836 ,,,,,8,,,,f,t,,,D. acerosa DC.,,,,DC.@16855-1@1@aut,,,tax. nov.,,1.1,f,dysodiaaciphyllaea,asteraceaedysodiaaciphyllaea~~,22,wfo-1000085154,,,,,,
urn:lsid:ipni.org:names:77369936-1,DC.,,,,,,5: 639,,,,,,,,,,,,02/10/2025 18:48,02/10/2025 18:48,,,Asteraceae,Dysodia porophylla,Dysodia porophylla,Dysodia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60440475-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,spec.,Prodr. [A. P. de Candolle] 5: 639. 1836 ,,,,,8,porophylla,,,f,t,,,,,,,DC.@16855-1@1@aut,,,tax. nov.,,1.1,f,dysodia~porophylla,asteraceaedysodia~porophylla~,23,wfo-1000085155,,,,,,
urn:lsid:ipni.org:names:77369937-1,DC.,,,,,,5: 639,,,,,,,,,,,,02/10/2025 18:51,02/10/2025 18:51,,,Asteraceae,Dysodia porophylla var. radiata,Dysodia porophylla var. radiata,Dysodia,,f,f,,,,,radiata,,,,,,,,,,,,,,,,,,,,,,,,77369936-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,var.,Prodr. [A. P. de Candolle] 5: 639. 1836 ,,DC. cited 'Dyss. porophyllà Cav. anal. 6. p. 334 [excluding the basionym Pteronia porophyllum Cav.]' and 'Bosbera alternifolia fl. mex. ic. t. 636 [ined.]' as synonyms,,,8,porophylla,DC.,,f,t,,,,,,,DC.@16855-1@1@aut,DC.@16855-1@1@aut,,tax. nov.,,1.1,f,dysodia~porophyllaradiata,asteraceaedysodia~porophyllaradiata,24,wfo-1200114922,,,,,,
urn:lsid:ipni.org:names:77369938-1,DC.,,,,,,5: 639,,,,,,,,,,,,02/10/2025 18:54,02/10/2025 18:54,,,Asteraceae,Dysodia porophylla var. doscoidea,Dysodia porophylla var. doscoidea,Dysodia,,f,f,,,,,doscoidea,,,,,,,,,,,,,,,,,,,,,,,,77369936-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1836,1836,,DC.,var.,Prodr. [A. P. de Candolle] 5: 639. 1836 ,,,214182-2,,9,porophylla,DC.,,f,t,,,,,,,DC.@16855-1@1@aut,DC.@16855-1@1@aut,,nom. et stat. nov.,,1.1,f,dysodia~porophylladoscoidea,asteraceaedysodia~porophylladoscoidea,25,wfo-1200114923,,,,,,
urn:lsid:ipni.org:names:77369939-1,Dumort.,,,,,,71,,,,,,,,,,,,02/10/2025 19:14,06/10/2025 10:07,,,Asteraceae,subtrib. Helianthinae,subtrib. Helianthinae,,,f,f,,,helianthinae,,,,,,,,,,,,,,,,,,,,,,,,,,319342-2,Fl. Belg. (Dumortier),urn:lsid:ipni.org:publications:5943-2,1827,1827,,Dumort.,subtrib.,"Fl. Belg. (Dumortier) 71. 1827 , as 'Heliantheae'",", as 'Heliantheae'",,,,8,,,,f,t,,,,,,,Dumort.@18271-1@1@aut,,,tax. nov.,,1.3,f,asteraceaehelianthinae,asteraceae~~~~,26,wfo-4100001286,,,,,,
urn:lsid:ipni.org:names:77369940-1,Hershk.,,,,,,2(10): 28,,22,,9,,s. n.,2025,,Hershkovitz,,,02/10/2025 21:58,03/10/2025 10:26,"Atacama (Chile North, Southern South America, Southern America)",W,Portulacaceae,Cistanthe ipniana,Cistanthe ipniana,Cistanthe,,f,f,,,,,,,,28,54,11,"Huasco Province, Freirina Comuna, highway C-496 c. 10 km west of the junction with highway C-500, 280 m",71,22,59,,,,,,S,,,,,,,,,30006895-2,Int. J. Adv. Res. Publ. Rev.,urn:lsid:ipni.org:publications:20058372-1,2025,2025 [2 Oct 2025],[2 Oct 2025],Hershk.,spec.,Int. J. Adv. Res. Publ. Rev. 2(10): 28. 2025 [2 Oct 2025] [epublished],[epublished],"[english] Etymology: named for IPNI, acronym of International Plant Name Index, the staff of which provided the author with critical nomenclatural commentary.",,,11,ipniana,,,f,t,,holotype SGO,,,,,Hershk.@35759-1@1@aut,,,tax. nov.,,1.3,f,cistanthe~ipniana,portulacaceaecistanthe~ipniana~,27,wfo-1000085156,,,,,,
