id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym
urn:lsid:ipni.org:names:77370330-1,(F.Muell.) Saldivia & Nicol,Asteraceae Eurybia megalophylla F.Muell.,(F.Muell.),207323-1,,,2025-49: 33,,,,,,,,,,,,08/10/2025 08:59,08/10/2025 08:59,,,Asteraceae,Shawia megalophylla,Shawia megalophylla,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 33. [11 Sep 2025] [epublished],[epublished],,,,11,megalophylla,,,f,t,,,,,,,Saldivia@20024897-1@1@aut$Nicol@20083637-1@2@aut$F.Muell.@6732-1@3@bas,,,comb. nov.,,1.1,f,shawia~megalophylla,asteraceaeshawia~megalophylla~,210,wfo-1000085264,,,,,,
urn:lsid:ipni.org:names:77370331-1,(F.Muell.) Saldivia & Nicol,Asteraceae Aster mooneyi F.Muell.,(F.Muell.),181789-1,,,2025-49: 33,,,,,,,,,,,,08/10/2025 09:01,08/10/2025 09:01,,,Asteraceae,Shawia mooneyi,Shawia mooneyi,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 33. [11 Sep 2025] [epublished],[epublished],,,,11,mooneyi,,,f,t,,,,,,,F.Muell.@6732-1@3@bas$Saldivia@20024897-1@1@aut$Nicol@20083637-1@2@aut,,,comb. nov.,,1.1,f,shawia~mooneyi,asteraceaeshawia~mooneyi~,211,wfo-1000085266,,,,,,
urn:lsid:ipni.org:names:77370332-1,(F.Muell. ex Benth.) Saldivia & Nicol,Asteraceae Olearia oliganthema F.Muell. ex Benth.,(F.Muell. ex Benth.),234885-1,,,2025-49: 33,,,,,,,,,,,,08/10/2025 09:02,08/10/2025 09:02,,,Asteraceae,Shawia oliganthema,Shawia oliganthema,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 33. [11 Sep 2025] [epublished],[epublished],,,,11,oliganthema,,,f,t,,,,,,,Saldivia@20024897-1@1@aut$Benth.@15956-1@4@basEx$F.Muell.@6732-1@3@bas$Nicol@20083637-1@2@aut,,,comb. nov.,,1.1,f,shawia~oliganthema,asteraceaeshawia~oliganthema~,212,wfo-1000085267,,,,,,
urn:lsid:ipni.org:names:77370333-1,(F.Muell.) Saldivia & Nicol,Asteraceae Eurybia oppositifolia F.Muell.,(F.Muell.),207334-1,,,2025-49: 34,,,,,,,,,,,,08/10/2025 09:05,08/10/2025 09:05,,,Asteraceae,Shawia oppositifolia,Shawia oppositifolia,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 34. [11 Sep 2025] [epublished],[epublished],,,,11,oppositifolia,,,f,t,,,,,,,Nicol@20083637-1@2@aut$F.Muell.@6732-1@3@bas$Saldivia@20024897-1@1@aut,,,comb. nov.,,1.1,f,shawia~oppositifolia,asteraceaeshawia~oppositifolia~,213,wfo-1000085268,,,,,,
urn:lsid:ipni.org:names:77370334-1,(Hook.) Saldivia & Nicol,Asteraceae Olearia pannosa Hook.,(Hook.),234893-1,,,2025-49: 34,,,,,,,,,,,,08/10/2025 09:06,08/10/2025 09:07,,,Asteraceae,Shawia pannosa,Shawia pannosa,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 34. [11 Sep 2025] [epublished],[epublished],,,,11,pannosa,,,f,t,,,,,,,Hook.@4086-1@3@bas$Nicol@20083637-1@2@aut$Saldivia@20024897-1@1@aut,,,comb. nov.,,1.2,f,shawia~pannosa,asteraceaeshawia~pannosa~,214,wfo-1000085269,,,,,,
urn:lsid:ipni.org:names:77370335-1,(F.Muell.) Saldivia & Nicol,Asteraceae Eurybia cardiophylla F.Muell.,(F.Muell.),207270-1,,,2025-49: 34,,,,,,,,,,,,08/10/2025 09:07,08/10/2025 09:07,,,Asteraceae,Shawia pannosa subsp. cardiophylla,Shawia pannosa subsp. cardiophylla,Shawia,,f,f,,,,,cardiophylla,,,,,,,,,,,,,,,,,,,,,,,,77370334-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,subsp.,Phytoneuron 2025-49: 34. [11 Sep 2025] [epublished],[epublished],,,,11,pannosa,(Hook.) Saldivia & Nicol,,f,t,,,,,,,Saldivia@20024897-1@1@aut$F.Muell.@6732-1@3@bas$Nicol@20083637-1@2@aut,Nicol@20083637-1@2@aut$Saldivia@20024897-1@1@aut$Hook.@4086-1@3@bas,,comb. nov.,,1.1,f,shawia~pannosacardiophylla,asteraceaeshawia~pannosacardiophylla,215,wfo-1200114955,,,,,,
urn:lsid:ipni.org:names:77370336-1,(Hutch.) Saldivia & Nicol,Asteraceae Olearia speciosa Hutch.,(Hutch.),234927-1,,,2025-49: 34,,,,,,,,,,,,08/10/2025 09:09,08/10/2025 09:09,,,Asteraceae,Shawia speciosa,Shawia speciosa,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 34. [11 Sep 2025] [epublished],[epublished],,,,11,speciosa,,,f,t,,,,,,,Nicol@20083637-1@2@aut$Saldivia@20024897-1@1@aut$Hutch.@4249-1@3@bas,,,comb. nov.,,1.1,f,shawia~speciosa,asteraceaeshawia~speciosa~,216,wfo-1000085270,,,,,,
urn:lsid:ipni.org:names:77370337-1,(Blakely) Saldivia & Nicol,Asteraceae Olearia stilwelliae Blakely,(Blakely),149504-3,,,2025-49: 34,,,,,,,,,,,,08/10/2025 09:10,08/10/2025 09:10,,,Asteraceae,Shawia stilwelliae,Shawia stilwelliae,Shawia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,spec.,Phytoneuron 2025-49: 34. [11 Sep 2025] [epublished],[epublished],,,,11,stilwelliae,,,f,t,,,,,,,Blakely@840-1@3@bas$Saldivia@20024897-1@1@aut$Nicol@20083637-1@2@aut,,,comb. nov.,,1.1,f,shawia~stilwelliae,asteraceaeshawia~stilwelliae~,217,wfo-1000085271,,,,,,
urn:lsid:ipni.org:names:77370339-1,(Hausskn. ex Asch. & Graebn.) Soó,Fabaceae Lotus corniculatus L. var. microphyllus Hausskn. ex Asch. & Graebn.,(Hausskn. ex Asch. & Graebn.),77369912-1,,,10: 370,,,,,,,,,,,,08/10/2025 11:01,08/10/2025 11:01,,,Leguminosae,Lotus tenuis var. microphyllus,Lotus tenuis var. microphyllus,Lotus,,f,f,,,,,microphyllus,,,,,,,,,,,,,,,,,,,,,,,,503917-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1964,1964,,Soó,var.,Acta Bot. Acad. Sci. Hung. 10: 370. 1964 ,,,,,11,tenuis,Waldst. & Kit. ex Willd.,,f,t,,,,,,,Graebn.@3308-1@4@basEx$Asch.@307-1@3@basEx$Hausskn.@3732-1@2@bas$Soó@9897-1@1@aut,Waldst.@12989-1@1@aut$Kit.@4819-1@2@aut$Willd.@11692-1@3@autEx,,comb. nov.,,1.1,f,lotus~tenuismicrophyllus,leguminosaelotus~tenuismicrophyllus,218,wfo-1200115208,,,,,,
urn:lsid:ipni.org:names:77370340-1,Schur,,,,,,140,,,,,,,,,,,,08/10/2025 12:26,09/10/2025 12:26,,,Oxalidaceae,Oxalis stricta var. ramosissima,Oxalis stricta var. ramosissima,Oxalis,,f,f,,,,,ramosissima,,,,,,,,,,,,,,,,,,,,,,,,178499-2,Enum. Pl. Transsilv.,urn:lsid:ipni.org:publications:16332-2,1866,1866,,Schur,var.,Enum. Pl. Transsilv. 140. 1866 ,,,,,8,stricta,L.,,f,t,,,,,,,Schur@9335-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,oxalis~strictaramosissima,oxalidaceaeoxalis~strictaramosissima,219,wfo-1200114984,,,,,,
urn:lsid:ipni.org:names:77370341-1,Schur,,,,,,15: 164,,,,,,,,,,,,08/10/2025 12:37,09/10/2025 12:41,,,Oxalidaceae,Oxalis stricta var. procumbens-agrestis,Oxalis stricta var. procumbens-agrestis,Oxalis,,f,f,,,,,procumbens-agrestis,,,,,,,,,,,,,,,,,,,,,,,,178499-2,Verh. Naturf. Vereins Brünn,urn:lsid:ipni.org:publications:3734-2,1877,1877,,Schur,var.,"Verh. Naturf. Vereins Brünn 15: 164. 1877 , as 'procumbens agrestis'",", as 'procumbens agrestis'",,,,8,stricta,L.,,f,t,,,,,,,Schur@9335-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,oxalis~strictaprocumbens-agrestis,oxalidaceaeoxalis~strictaprocumbens-agrestis,220,wfo-1200114985,,,,,,
urn:lsid:ipni.org:names:77370342-1,Murr,,,,,,13: 24,,,,,,,,,,,,08/10/2025 12:46,09/10/2025 12:47,,,Oxalidaceae,Oxalis stricta var. pseudocorniculata,Oxalis stricta var. pseudocorniculata,Oxalis,,f,f,,,,,pseudocorniculata,,,,,,,,,,,,,,,,,,,,,,,,178499-2,Allg. Bot. Z. Syst.,urn:lsid:ipni.org:publications:513-2,1907,1907,,Murr,var.,Allg. Bot. Z. Syst. 13: 24. 1907 ,,,,,8,stricta,L.,,f,t,,,,,,,Murr@6802-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,oxalis~strictapseudocorniculata,oxalidaceaeoxalis~strictapseudocorniculata,221,wfo-1200114986,,,,,,
urn:lsid:ipni.org:names:77370343-1,Boenn.,,,,,,131,,,,,,,,,,,,08/10/2025 12:52,09/10/2025 12:49,,,Oxalidaceae,Oxalis stricta var. diffusa,Oxalis stricta var. diffusa,Oxalis,,f,f,,,,,diffusa,,,,,,,,,,,,,,,,,,,,,,,,178499-2,Prodr. Fl. Monast. Westphal.,urn:lsid:ipni.org:publications:14835-2,1824,1824,,Boenn.,var.,Prodr. Fl. Monast. Westphal. 131. 1824 ,,,,,8,stricta,L.,,f,t,,,,,,,Boenn.@12349-1@1@aut,L.@0-0@0@aut,,tax. nov.,,1.3,f,oxalis~strictadiffusa,oxalidaceaeoxalis~strictadiffusa,222,wfo-1200074020,,,,,,
urn:lsid:ipni.org:names:77370344-1,Boros,,,,,,35: 317,,,,,,,,,,,,08/10/2025 13:59,09/10/2025 13:32,,,Rubiaceae,Galium mollugo var. vertesense,Galium mollugo var. vertesense,Galium,,f,f,,,,,vertesense,,,,,,,,,,,,,,,,,,,,,,,,750253-1,Bot. Közlem.,urn:lsid:ipni.org:publications:4992-2,1938,1938,,Boros,var.,Bot. Közlem. 35: 317. 1938 ,,,,,8,mollugo,L.,,f,t,,,,,,,Boros@994-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,galium~mollugovertesense,rubiaceaegalium~mollugovertesense,223,wfo-0000969535,,,,,,
urn:lsid:ipni.org:names:77370345-1,(Risso & Poit.) Savast.,Rutaceae Citrus × aurantium L. var. otaitensis Risso & Poit.,(Risso & Poit.),77334715-1,,,3(5): 54,,,,,,,,,,,,08/10/2025 15:23,08/10/2025 15:23,,,Rutaceae,Citrus otaitensis,Citrus otaitensis,Citrus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30022289-2,Annuario Regia Scuola Super. Agric. Portici,urn:lsid:ipni.org:publications:20059145-1,1884,1884 [1883-1884 publ. 1884],[1883-1884 publ. 1884],Savast.,spec.,Annuario Regia Scuola Super. Agric. Portici 3(5): 54. 1884 [1883-1884 publ. 1884] ,,,,,11,otaitensis,,,f,t,,,,,,,Savast.@26182-1@1@aut$Risso@8409-1@2@bas$Poit.@24948-1@3@bas,,,comb. et stat. nov.,,1.1,f,citrus~otaitensis,rutaceaecitrus~otaitensis~,224,wfo-1000085273,,,,,,
urn:lsid:ipni.org:names:77370346-1,DC.,,,,,,"4: 343, 545",,,,,,,,,,,,08/10/2025 15:24,08/10/2025 15:24,,,Rubiaceae,subtrib. Putoriinae,subtrib. Putoriinae,,,f,f,,,putoriinae,,,,,,,,,,,,,,,,,,,,,,,,,,30032120-2,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1830,1830 [late Sep 1830],[late Sep 1830],DC.,subtrib.,"Prodr. [A. P. de Candolle] 4: 343, 545. 1830 [late Sep 1830] , as 'Putorieae'",", as 'Putorieae'",,,,8,,,,f,t,,,,,,,DC.@16855-1@1@aut,,,tax. nov.,,1.1,f,rubiaceaeputoriinae,rubiaceae~~~~,225,wfo-4100006287,,,,,,
urn:lsid:ipni.org:names:77370347-1,(Waldst. & Kit.) Gren.,Leguminosae Orobus laevigatus Waldst. & Kit.,(Waldst. & Kit.),510963-1,,,"sér. 3, 10: 193",,,,,,,,,,,,08/10/2025 15:45,08/10/2025 15:45,,,Fabaceae,Lathyrus laevigatus,Lathyrus laevigatus,Lathyrus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30005985-2,Mém. Soc. Émul. Doubs,urn:lsid:ipni.org:publications:6609-2,1865,1865,,Gren.,spec.,"Mém. Soc. Émul. Doubs sér. 3, 10: 193. 1865 ",,,,,11,laevigatus,,,f,t,,,,,,,Kit.@4819-1@3@bas$Gren.@3375-1@1@aut$Waldst.@12989-1@2@bas,,,comb. nov.,,1.1,f,lathyrus~laevigatus,fabaceaelathyrus~laevigatus~,226,wfo-1000002773,,,,,,
urn:lsid:ipni.org:names:77370348-1,Borbás,,,,,,42: 186,,,,,,,,,,,,08/10/2025 19:10,09/10/2025 13:44,,,Gentianaceae,Gentiana stiriaca var. castanetorum,Gentiana stiriaca var. castanetorum,Gentiana,,f,f,,,,,castanetorum,,,,,,,,,,,,,,,,,,,,,,,,368961-1,Oesterr. Bot. Z.,urn:lsid:ipni.org:publications:768-2,1892,1892,,Borbás,var.,"Oesterr. Bot. Z. 42: 186. 1892 , as 'costanetarum'",", as 'costanetarum'",Spelling of epithet is corrected on p. 286 of the cited publication.,,,8,stiriaca,Wettst.,,f,t,,,,,,,Borbás@977-1@1@aut,Wettst.@0-0@1@aut,,tax. nov.,,1.1.1.2,f,gentiana~stiriacacastanetorum,gentianaceaegentiana~stiriacacastanetorum,227,wfo-1200031350,,,,,,
urn:lsid:ipni.org:names:77370349-1,(Borbás) Soó,Gentianaceae Gentiana stiriaca Wettst. var. castanetorum Borbás,(Borbás),77370348-1,,,10: 371,,,,,,,,,,,,08/10/2025 19:18,09/10/2025 13:58,,,Gentianaceae,Gentianella austriaca var. castanetorum,Gentianella austriaca var. castanetorum,Gentianella,,f,f,,,,,castanetorum,,,,,,,,,,,,,,,,,,,,,,,null:,369160-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1964,1964,,Soó,var.,Acta Bot. Acad. Sci. Hung. 10: 371. 1964 ,,,,,11,austriaca,(A.Kern. & Jos.Kern.) Holub,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,A.Kern.@0-0@2@bas$Jos.Kern.@0-0@3@bas$Holub@0-0@1@aut,,comb. nov.,,1.3,f,gentianella~austriacacastanetorum,gentianaceaegentianella~austriacacastanetorum,228,wfo-1200114989,,,,,,
urn:lsid:ipni.org:names:77370350-1,DC.,,,,,,1: 647,,,,,,,,,,,,08/10/2025 21:18,08/10/2025 21:18,,,Geraniaceae,Erodium cicutarium var. bipinnatum,Erodium cicutarium var. bipinnatum,Erodium,,f,f,,,,,bipinnatum,77102540-1,,,,,,,,,isonym,,isonym,,,,,,,,,,,,372219-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1824,1824 [mid Jan 1824],[mid Jan 1824],DC.,var.,Prodr. [A. P. de Candolle] 1: 647. 1824 [mid Jan 1824] ,,,372824-1,,10,cicutarium,(L.) L'Hér.,,f,t,,,,,,,DC.@16855-1@1@aut,L'Hér.@12652-1@1@aut$L.@12653-1@2@bas,,nom. et stat. nov.,,1.1,f,erodium~cicutariumbipinnatum,geraniaceaeerodium~cicutariumbipinnatum,229,wfo-1200115068,,,,,,
urn:lsid:ipni.org:names:77370351-1,DC.,,,,,,1: 647,,,,,,,,,,,,08/10/2025 21:46,08/10/2025 21:46,,,Geraniaceae,Erodium cicutarium var. cicutifolium,Erodium cicutarium var. cicutifolium,Erodium,,f,f,,,,,cicutifolium,,,,,,,,,,,,,,,,,,,,,,,,372219-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1824,1824 [mid Jan 1824],[mid Jan 1824],DC.,var.,Prodr. [A. P. de Candolle] 1: 647. 1824 [mid Jan 1824] (as 'cicutaefolium'),(as 'cicutaefolium'),,,,8,cicutarium,(L.) L'Hér.,,f,t,,,,,,,DC.@16855-1@1@aut,L'Hér.@12652-1@1@aut$L.@12653-1@2@bas,,tax. nov.,,1.1,f,erodium~cicutariumcicutifolium,geraniaceaeerodium~cicutariumcicutifolium,230,wfo-1200114963,,,,,,
urn:lsid:ipni.org:names:77370353-1,Thuill.,,,,,,346,,,,,,,,,,,,08/10/2025 23:34,08/10/2025 23:34,,,Geraniaceae,Geranium pilosum,Geranium pilosum,Geranium,,f,f,,,,,,,,,,,,,,,nom. illeg. later homonym    non Geranium pilosum G.Forst. (1786),,nom. illeg.,,,,,,,,,,,,327764-2,"Fl. Env. Paris, ed. 2.",urn:lsid:ipni.org:publications:15902-2,1799,1799 [24 Jun 1799],[24 Jun 1799],Thuill.,spec.,"Fl. Env. Paris, ed. 2. 346. 1799 [24 Jun 1799] ",,,,,9,pilosum,,,f,t,,,,,,,Thuill.@10644-1@1@aut,,,tax. nov.,,1.1,f,geranium~pilosum,geraniaceaegeranium~pilosum~,231,wfo-1200096196,,,,,,
urn:lsid:ipni.org:names:77370354-1,DC.,,,,,,1: 646,,,,,,,,,,,,08/10/2025 23:37,08/10/2025 23:37,,,Geraniaceae,Erodium cicutarium var. pilosum,Erodium cicutarium var. pilosum,Erodium,,f,f,,,,,pilosum,,,,,,,,,,,,,,,,,,,,,,,,372219-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1824,1824 [mid Jan 1824],[mid Jan 1824],DC.,var.,Prodr. [A. P. de Candolle] 1: 646. 1824 [mid Jan 1824] ,,,77370353-1,,9,cicutarium,(L.) L'Hér.,,f,t,,,,,,,DC.@16855-1@1@aut,L.@12653-1@2@bas$L'Hér.@12652-1@1@aut,,nom. et stat. nov.,,1.1,f,erodium~cicutariumpilosum,geraniaceaeerodium~cicutariumpilosum,232,wfo-1200096080,,,,,,
urn:lsid:ipni.org:names:77370355-1,(Cav.) DC.,Geraniaceae Geranium chaerophyllum Cav.,(Cav.),372878-1,,,1: 646,,,,,,,,,,,,08/10/2025 23:46,08/10/2025 23:46,,,Geraniaceae,Erodium cicutarium var. chaerophyllum,Erodium cicutarium var. chaerophyllum,Erodium,,f,f,,,,,chaerophyllum,,,,,,,,,,,,,,,,,,,,,,,,372219-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1824,1824 [mid Jan 1824],[mid Jan 1824],DC.,var.,Prodr. [A. P. de Candolle] 1: 646. 1824 [mid Jan 1824] ,,,,,11,cicutarium,(L.) L'Hér.,,f,t,,,,,,,Cav.@1465-1@2@bas$DC.@16855-1@1@aut,L'Hér.@12652-1@1@aut$L.@12653-1@2@bas,,comb. et stat. nov.,,1.1,f,erodium~cicutariumchaerophyllum,geraniaceaeerodium~cicutariumchaerophyllum,233,wfo-1200115069,,,,,,
urn:lsid:ipni.org:names:77370356-1,(Cav.) DC.,Geraniaceae Geranium praecox Cav.,(Cav.),373507-1,,,1: 646,,,,,,,,,,,,08/10/2025 23:48,08/10/2025 23:48,,,Geraniaceae,Erodium cicutarium var. praecox,Erodium cicutarium var. praecox,Erodium,,f,f,,,,,praecox,,,,,,,,,,,,,,,,,,,,,,,,372219-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1824,1824 [mid Jan 1824],[mid Jan 1824],DC.,var.,Prodr. [A. P. de Candolle] 1: 646. 1824 [mid Jan 1824] ,,,,,11,cicutarium,(L.) L'Hér.,,f,t,,,,,,,DC.@16855-1@1@aut$Cav.@1465-1@2@bas,L.@12653-1@2@bas$L'Hér.@12652-1@1@aut,,comb. et stat. nov.,,1.1,f,erodium~cicutariumpraecox,geraniaceaeerodium~cicutariumpraecox,234,wfo-1200115070,,,,,,
urn:lsid:ipni.org:names:77370357-1,DC.,,,,,,1: 646,,,,,,,,,,,,08/10/2025 23:49,08/10/2025 23:49,,,Geraniaceae,Erodium cicutarium var. pimpinellifolium,Erodium cicutarium var. pimpinellifolium,Erodium,,f,f,,,,,pimpinellifolium,,,,,,,,,,,,,,,,,,,,,,,,372219-1,Prodr. [A. P. de Candolle],urn:lsid:ipni.org:publications:1051-2,1824,1824 [mid Jan 1824],[mid Jan 1824],DC.,var.,Prodr. [A. P. de Candolle] 1: 646. 1824 [mid Jan 1824] ,,,,,8,cicutarium,(L.) L'Hér.,,f,t,,,,,,,DC.@16855-1@1@aut,L.@12653-1@2@bas$L'Hér.@12652-1@1@aut,,tax. nov.,,1.1,f,erodium~cicutariumpimpinellifolium,geraniaceaeerodium~cicutariumpimpinellifolium,235,wfo-1200115071,,,,,,
urn:lsid:ipni.org:names:77370359-1,Becc.,,,,,,12(2): 167,,,,,,115,,,Peekel,,,09/10/2025 00:37,09/10/2025 10:53,,,Arecaceae,Metroxylon sagu var. peekelianum,Metroxylon sagu var. peekelianum,Metroxylon,,f,f,,,,,peekelianum,,,,,,German New-Guinea at Namatanai neas Salsal in New-Mecklenburg in swampy places,,,,,,,,,,,,,,,,,,668244-1,Ann. Roy. Bot. Gard. (Calcutta),urn:lsid:ipni.org:publications:3581-2,1918,1918,,Becc.,var.,"Ann. Roy. Bot. Gard. (Calcutta) 12(2): 167. 1918 , as 'Metroxylon sagus var. peekelianum'",", as 'Metroxylon sagus var. peekelianum'",Etymology: the epithet refers to the very stout trunk (Peekel).,,,10,sagu,Rottb.,,f,t,,holotype B,,,,,Becc.@15852-1@1@aut,Rottb.@0-0@1@aut,,tax. nov.,,1.3,f,metroxylon~sagupeekelianum,arecaceaemetroxylon~sagupeekelianum,236,wfo-1200114976,,,,,,
urn:lsid:ipni.org:names:77370360-1,Becc.,,,,,,12(2): 168,,4,,11,,861,1890,,Lauterbach,,,09/10/2025 00:38,09/10/2025 10:55,,,Arecaceae,Metroxylon sagu var. gogolense,Metroxylon sagu var. gogolense,Metroxylon,,f,f,,,,,gogolense,,,,,,German New-Guinea; on the lower course of the Gogol River,,,,,,,,,,,,,,,,,,668244-1,Ann. Roy. Bot. Gard. (Calcutta),urn:lsid:ipni.org:publications:3581-2,1918,1918,,Becc.,var.,"Ann. Roy. Bot. Gard. (Calcutta) 12(2): 168. 1918 , as 'Metroxylon sagus var. gogolense'",", as 'Metroxylon sagus var. gogolense'","Etymology: refering to the Gogol River, where the type was collected",,,10,sagu,Rottb.,,f,t,,holotype B,,,,,Becc.@15852-1@1@aut,Rottb.@0-0@1@aut,,tax. nov.,,1.3,f,metroxylon~sagugogolense,arecaceaemetroxylon~sagugogolense,237,wfo-1200114977,,,,,,
urn:lsid:ipni.org:names:77370362-1,(Mart.) Becc.,Arecaceae Metroxylon longispinum Mart.,(Mart.),668236-1,,,12(2): 173,,,,,,,,,,,,09/10/2025 00:39,09/10/2025 10:26,,,Arecaceae,Metroxylon rumphii var. longispinum,Metroxylon rumphii var. longispinum,Metroxylon,,f,f,,,,,longispinum,,,,,,,,,,,,,,,,,,,,,,,null:,668242-1,Ann. Roy. Bot. Gard. (Calcutta),urn:lsid:ipni.org:publications:3581-2,1918,1918,,Becc.,var.,Ann. Roy. Bot. Gard. (Calcutta) 12(2): 173. 1918 ,,,,,11,rumphii,Mart.,,f,t,,,,,,,Mart.@22979-1@2@bas$Becc.@15852-1@1@aut,Mart.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,metroxylon~rumphiilongispinum,arecaceaemetroxylon~rumphiilongispinum,238,wfo-1200114968,,,,,,
